id,age,margins,districts_and_neighborhoods,periods,municipality,region_type,big_or_small,underweight,overweight,severe_overweight,smoker,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,weekly_athletes,visual_restriction,motor_restriction,socially_lonely,normal_weight,complies_with_alcohol_directive,severely_restricted-due_to_health,comply_with_exercise_guideline,high-risk_anxiety_depression,hearing_restriction
236018,53115,MOG0095,BU05530103,2020JJ00,Lisse                                   ,Buurt     ,S,1.2,44.4,10.4,12.0,84.1,6.8,5.2,24.3,20.7,19.1,40.7,38.7,6.2,20.8,84.2,55.2,2.0,2.2,22.2,47.6,30.5,1.8,51.6,3.5,1.4
236021,53115,MOG0095,BU05530104,2020JJ00,Lisse                                   ,Buurt     ,S,1.3,45.5,11.7,16.1,82.0,7.5,5.2,25.7,22.8,21.2,44.8,42.5,8.1,23.9,81.7,51.6,2.8,3.2,25.0,46.7,32.7,2.8,50.3,5.1,2.1
236024,53115,MOG0095,BU05530105,2020JJ00,Lisse                                   ,Buurt     ,S,1.2,44.9,11.9,14.8,81.1,6.7,4.7,23.7,21.2,19.5,43.8,40.3,8.0,23.1,82.3,52.9,2.8,3.2,23.7,47.0,33.9,2.4,50.5,4.8,1.8
236030,53115,MOG0095,BU05530201,2020JJ00,Lisse                                   ,Buurt     ,S,1.1,39.4,7.8,10.0,85.4,6.2,4.4,21.9,17.9,16.6,37.2,36.2,5.5,19.0,84.7,58.2,1.8,1.8,20.4,50.4,30.1,1.5,51.8,2.9,1.1
236033,53115,MOG0095,BU05530202,2020JJ00,Lisse                                   ,Buurt     ,S,1.1,45.1,11.8,16.6,81.8,6.8,4.9,25.3,22.5,20.8,44.6,43.1,8.5,25.0,81.2,50.9,2.6,3.2,25.4,46.1,33.0,2.7,49.3,5.2,2.2
236036,53115,MOG0095,BU05530203,2020JJ00,Lisse                                   ,Buurt     ,S,1.2,42.6,10.2,15.9,83.0,7.3,5.1,23.3,20.0,18.3,44.9,42.0,8.2,24.4,82.9,53.5,2.6,2.4,24.1,48.3,31.7,2.1,50.1,4.9,1.7
236039,53115,MOG0095,BU05530204,2020JJ00,Lisse                                   ,Buurt     ,S,0.9,36.2,6.3,8.2,86.2,6.0,4.4,19.4,15.0,14.1,33.5,30.7,3.8,14.6,85.9,61.8,1.3,0.9,17.2,51.1,25.4,0.6,51.1,1.9,0.3
236042,53115,MOG0095,BU05530205,2020JJ00,Lisse                                   ,Buurt     ,S,1.4,44.9,11.3,14.6,81.2,6.7,4.8,24.3,21.9,20.3,42.5,40.1,7.8,22.6,82.4,52.6,2.8,3.8,23.7,47.1,35.0,2.6,51.5,5.2,2.1
236048,53115,MOG0095,BU05530301,2020JJ00,Lisse                                   ,Buurt     ,S,0.0,31.0,2.4,4.8,76.2,2.4,0.0,14.3,11.9,9.5,28.6,28.6,2.4,11.9,76.2,47.6,0.0,0.0,14.3,40.5,21.4,0.0,40.5,0.0,0.0
236051,53115,MOG0095,BU05530302,2020JJ00,Lisse                                   ,Buurt     ,S,1.2,47.5,13.6,16.9,78.1,6.5,4.6,27.4,24.9,23.3,45.7,44.3,9.8,26.4,79.2,48.0,3.3,4.5,26.9,43.7,36.9,3.3,49.1,5.8,2.8
236054,53115,MOG0095,BU05530303,2020JJ00,Lisse                                   ,Buurt     ,S,1.1,44.2,11.0,13.0,82.4,6.6,4.3,23.4,20.8,18.9,40.7,37.8,6.6,20.6,82.5,53.5,2.4,2.9,22.6,46.9,32.9,2.0,50.7,4.1,1.4
236057,53115,MOG0095,BU05530304,2020JJ00,Lisse                                   ,Buurt     ,S,1.2,46.8,13.4,17.1,78.1,6.8,4.9,26.5,24.0,22.4,46.4,44.5,10.5,27.4,79.5,49.9,3.4,4.9,27.1,45.5,36.9,3.5,49.1,6.1,3.0
236060,53115,MOG0095,BU05530305,2020JJ00,Lisse                                   ,Buurt     ,S,0.0,27.5,2.0,2.9,84.3,2.0,2.0,11.8,7.8,7.8,25.5,21.6,0.0,7.8,82.4,55.8,0.0,0.0,9.8,45.1,17.6,0.0,43.1,0.0,0.0
236063,53115,MOG0095,BU05530306,2020JJ00,Lisse                                   ,Buurt     ,S,1.2,43.9,10.4,11.9,84.7,6.8,5.0,22.6,19.6,18.0,40.3,36.5,6.1,19.9,85.1,56.0,2.0,2.2,21.5,48.2,31.6,1.7,51.3,3.5,1.3
236066,53115,MOG0095,BU05530307,2020JJ00,Lisse                                   ,Buurt     ,S,1.2,43.2,9.8,11.8,85.4,7.0,5.2,22.2,18.9,17.3,39.4,35.4,5.5,18.8,85.6,57.5,1.9,1.9,20.8,48.5,29.4,1.4,50.4,3.1,1.2
236072,53115,MOG0095,BU05530401,2020JJ00,Lisse                                   ,Buurt     ,S,0.0,37.5,3.8,11.2,82.5,6.2,7.5,12.5,10.0,8.8,32.5,26.2,1.2,10.0,83.1,43.8,0.0,0.0,15.0,41.2,20.0,0.0,42.5,0.0,0.0
236075,53115,MOG0095,BU05530402,2020JJ00,Lisse                                   ,Buurt     ,S,0.9,43.0,11.0,17.3,81.1,8.3,6.6,24.2,22.1,20.6,44.1,41.4,7.8,23.7,80.7,46.5,2.2,3.1,25.2,46.7,30.5,2.2,46.3,4.2,1.8
236078,53115,MOG0095,BU05530403,2020JJ00,Lisse                                   ,Buurt     ,S,0.6,38.5,7.7,8.3,80.1,7.1,4.5,20.5,17.3,15.4,36.5,32.7,5.8,17.3,82.1,44.2,0.6,0.6,19.2,45.5,28.8,0.6,44.2,2.6,0.6
236081,53115,MOG0095,BU05530404,2020JJ00,Lisse                                   ,Buurt     ,S,0.7,38.3,6.4,7.1,83.7,4.3,3.5,21.6,16.3,15.6,35.5,31.2,3.5,16.3,83.0,48.9,0.7,0.7,16.3,44.7,25.5,0.7,46.4,2.8,0.0
236084,53115,MOG0095,BU05530405,2020JJ00,Lisse                                   ,Buurt     ,S,0.7,40.5,8.3,11.0,86.2,7.1,5.3,18.6,15.6,14.0,34.7,32.6,4.0,15.3,86.0,53.8,1.0,0.7,17.9,47.8,24.3,1.0,50.2,2.0,0.7
285560,53115,MBG0095,BU05420000,2020JJ00,Krimpen aan den IJssel                  ,Buurt     ,S,2.7,53.3,17.2,18.5,85.0,8.7,6.2,27.4,23.9,22.2,46.4,44.3,9.7,25.9,87.0,55.8,4.2,4.6,27.7,50.2,47.6,3.5,50.4,6.6,3.2
285563,53115,MBG0095,BU05420001,2020JJ00,Krimpen aan den IJssel                  ,Buurt     ,S,2.7,52.5,17.6,20.4,80.1,8.2,5.7,29.5,27.0,24.9,50.5,48.8,12.0,30.1,82.8,50.4,5.5,7.1,30.1,49.2,50.8,4.6,49.3,8.4,4.1
285566,53115,MBG0095,BU05420002,2020JJ00,Krimpen aan den IJssel                  ,Buurt     ,S,2.7,53.5,18.3,20.2,78.0,7.5,5.3,29.4,26.6,24.8,50.5,48.3,12.5,30.3,82.6,50.2,5.7,7.3,31.1,48.2,52.5,4.6,49.1,8.7,4.2
285569,53115,MBG0095,BU05420003,2020JJ00,Krimpen aan den IJssel                  ,Buurt     ,S,2.9,53.2,17.8,19.0,80.5,8.2,6.0,30.3,27.8,25.7,49.1,47.2,12.1,29.1,83.7,52.1,5.6,7.1,30.7,49.1,50.4,4.9,49.8,8.4,4.3
285572,53115,MBG0095,BU05420004,2020JJ00,Krimpen aan den IJssel                  ,Buurt     ,S,2.6,53.3,17.5,17.3,81.0,7.8,5.3,28.6,25.8,23.9,47.6,44.6,10.7,27.1,84.5,52.8,4.8,6.1,28.6,48.4,50.4,4.1,50.2,7.2,3.6
285575,53115,MBG0095,BU05420005,2020JJ00,Krimpen aan den IJssel                  ,Buurt     ,S,2.9,53.0,16.4,16.4,82.6,7.9,5.7,28.2,24.2,22.5,46.3,43.9,10.5,26.3,87.1,58.3,4.8,5.1,28.3,50.8,50.5,3.6,50.9,6.5,3.3
285584,53115,MBG0095,BU19310000,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.0,53.3,17.2,18.7,84.4,9.0,6.5,29.9,27.7,25.7,46.9,43.8,10.5,26.0,86.5,56.2,4.8,5.7,28.7,51.0,47.9,4.2,54.1,7.1,3.9
285587,53115,MBG0095,BU19310001,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.9,56.7,18.2,20.2,89.7,12.3,9.9,31.5,27.6,26.1,46.3,43.8,10.3,24.6,91.1,59.1,5.9,5.4,30.0,54.7,47.8,4.4,55.7,6.9,4.4
285590,53115,MBG0095,BU19310002,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.3,52.6,16.3,16.3,88.8,10.8,8.4,28.2,24.9,23.9,43.2,40.7,8.4,21.8,90.2,57.4,4.3,4.3,26.6,55.0,45.8,3.8,53.3,5.5,3.8
285593,53115,MBG0095,BU19310003,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,5.1,53.6,18.1,21.7,87.0,12.3,10.1,35.5,34.1,31.9,50.7,47.8,13.0,28.3,89.1,59.4,8.0,8.0,32.6,59.4,55.1,7.2,58.0,9.4,5.8
285596,53115,MBG0095,BU19310004,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.1,55.8,19.5,20.9,83.7,9.0,6.3,30.2,27.5,26.0,49.3,45.5,11.2,27.9,85.7,52.7,5.2,6.2,29.1,48.8,49.0,4.5,52.3,8.3,4.2
285599,53115,MBG0095,BU19310005,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.9,54.6,19.3,20.3,85.6,10.6,7.8,32.4,29.4,28.1,50.7,47.7,12.7,29.4,87.3,56.9,5.2,6.9,31.4,54.2,51.3,5.6,53.9,9.2,4.9
285602,53115,MBG0095,BU19310006,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.1,57.1,20.7,22.2,83.1,9.8,6.9,32.4,29.7,27.7,50.3,48.0,12.9,30.0,85.3,52.9,5.8,6.9,31.7,48.9,49.8,5.3,52.2,8.6,4.9
285605,53115,MBG0095,BU19310007,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.9,57.7,22.3,25.7,76.6,10.0,6.6,34.4,32.8,30.7,56.7,54.3,17.3,37.4,82.4,49.3,7.6,10.5,36.0,50.1,57.5,7.3,51.4,12.1,6.8
285608,53115,MBG0095,BU19310008,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.5,57.9,21.2,20.9,84.2,10.0,7.4,32.8,29.3,28.0,50.2,46.9,11.9,28.9,86.2,54.8,5.8,6.8,31.2,51.1,52.1,5.1,54.0,8.4,4.8
285611,53115,MBG0095,BU19310009,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.3,54.4,17.5,18.0,87.1,9.4,7.3,30.9,28.1,26.3,47.1,45.8,10.9,26.8,87.8,58.6,5.1,6.1,30.4,52.9,49.4,4.8,54.7,7.1,4.8
285617,53115,MBG0095,BU19310011,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,5.5,58.2,20.0,21.8,94.5,14.5,10.9,30.9,27.3,27.3,50.9,45.5,10.9,25.5,98.2,61.8,7.3,5.5,30.9,65.5,56.4,5.5,63.6,9.1,5.5
285623,53115,MBG0095,BU19310100,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,2.9,56.7,19.4,22.7,84.0,9.3,6.4,30.4,28.1,26.1,50.8,46.8,12.2,29.4,84.7,51.3,5.4,6.3,30.9,47.5,47.4,4.7,51.5,8.5,4.6
285626,53115,MBG0095,BU19310101,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.1,56.1,19.0,21.1,81.8,8.5,5.9,30.5,27.7,25.8,52.0,46.2,12.2,28.7,85.2,52.2,5.7,7.0,30.6,49.1,50.1,4.9,52.4,8.6,4.6
285629,53115,MBG0095,BU19310102,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.3,57.8,20.8,23.7,83.1,9.3,7.0,32.9,30.4,28.6,53.5,49.0,13.6,31.7,84.4,52.1,6.0,7.6,33.3,48.9,50.0,5.4,51.9,9.3,5.1
285632,53115,MBG0095,BU19310103,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,4.2,57.7,19.6,17.3,87.5,10.1,8.3,35.1,31.0,29.2,45.2,44.0,10.7,25.6,91.1,61.9,5.7,5.4,29.8,54.8,53.6,4.8,57.7,7.1,4.2
285635,53115,MBG0095,BU19310104,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,11.8,70.6,35.3,29.4,100.0,23.5,23.5,52.9,47.1,47.1,64.7,58.8,23.5,41.2,94.1,64.7,11.8,17.6,47.1,70.6,64.7,17.6,64.7,17.6,11.8
285638,53115,MBG0095,BU19310105,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.1,55.6,18.6,18.1,84.7,8.9,6.7,30.9,28.1,26.3,47.5,43.7,10.4,25.8,85.8,55.6,5.0,5.9,28.8,49.5,48.6,4.4,53.1,7.1,3.8
285641,53115,MBG0095,BU19310106,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.9,58.7,20.9,23.3,85.4,11.7,8.7,34.5,30.6,29.6,51.5,49.5,14.1,31.6,87.4,57.3,6.3,7.8,33.5,52.7,50.5,6.3,53.9,9.7,5.3
285644,53115,MBG0095,BU19310107,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,6.7,66.7,26.7,30.0,93.3,16.7,13.3,40.0,36.7,36.7,63.3,53.3,16.7,36.7,93.3,63.3,10.0,10.0,40.0,66.7,63.3,10.0,63.3,13.3,6.7
285647,53115,MBG0095,BU19310108,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.9,53.3,17.8,18.5,88.8,11.2,8.9,29.2,25.9,24.3,49.8,42.9,10.4,24.7,90.7,60.2,5.0,5.0,28.2,56.4,47.5,4.6,54.4,6.9,3.9
285650,53115,MBG0095,BU19310109,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,11.1,72.2,27.8,33.3,94.4,16.7,16.7,38.9,38.9,33.3,66.7,61.1,22.2,44.4,100.0,72.2,11.1,11.1,44.4,72.2,66.7,11.1,72.2,16.7,11.1
285656,53115,MBG0095,BU19310200,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,2.5,52.8,16.0,17.3,84.2,9.2,6.5,26.5,23.5,21.9,45.6,40.3,8.9,23.5,87.8,54.1,3.9,4.4,25.7,49.9,45.3,3.3,51.5,6.1,3.4
285659,53115,MBG0095,BU19310208,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.0,52.5,16.2,18.0,86.0,10.3,7.9,28.3,25.4,23.7,45.3,42.1,8.4,22.9,88.7,54.2,4.3,4.6,27.0,52.4,45.5,3.9,52.4,5.8,3.7
285662,53115,MBG0095,BU19310209,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,5.7,51.9,16.5,17.9,89.6,13.2,10.4,27.4,24.5,22.6,48.1,42.5,9.4,24.5,95.8,56.6,5.7,4.7,28.3,65.1,56.6,4.3,59.4,6.6,4.7
285668,53115,MBG0095,BU19310300,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,2.7,53.3,17.3,20.6,82.6,9.3,6.6,29.4,26.5,24.9,50.4,45.3,11.2,27.7,85.8,52.4,4.8,6.1,28.7,50.0,46.0,4.6,52.0,7.6,4.2
285674,53115,MBG0095,BU19310400,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.1,51.9,17.5,18.7,86.3,9.8,7.8,30.4,27.4,26.0,47.9,44.5,10.9,26.9,87.4,58.2,5.0,6.1,28.9,53.7,46.6,5.1,53.4,7.3,4.1
285677,53115,MBG0095,BU19310401,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,7.6,53.0,18.2,21.2,90.9,15.2,13.6,31.8,31.8,28.8,50.0,50.0,12.9,31.8,95.5,61.4,7.6,6.1,33.3,65.2,56.1,6.1,63.6,9.1,6.1
285680,53115,MBG0095,BU19310402,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,2.7,53.4,17.6,18.7,79.1,8.0,5.9,29.5,27.7,26.4,49.0,45.0,11.6,27.6,84.8,52.1,5.2,6.7,29.5,49.3,50.2,4.6,51.9,7.7,4.7
285683,53115,MBG0095,BU19310403,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,4.3,51.3,14.5,16.5,89.7,12.0,9.8,26.9,23.5,22.2,44.0,41.0,8.5,22.2,93.6,57.3,4.7,3.8,26.1,59.0,48.3,3.4,54.7,5.6,3.4
285686,53115,MBG0095,BU19310404,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,5.8,53.6,17.4,18.8,92.8,14.5,11.6,31.9,29.0,27.5,49.3,44.9,11.6,26.1,95.7,66.7,5.8,5.8,29.0,66.7,56.5,5.8,63.8,7.2,4.3
285689,53115,MBG0095,BU19310409,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,5.1,55.7,17.7,20.3,93.7,13.9,11.4,30.4,29.1,25.3,46.8,45.6,11.4,25.3,96.2,64.6,6.3,5.1,30.4,63.3,50.6,5.1,62.0,7.6,5.1
285695,53115,MBG0095,BU19310500,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.1,51.0,15.7,17.6,86.3,9.7,7.2,26.7,23.9,22.5,45.3,41.9,9.7,24.8,89.5,57.1,4.2,4.3,26.3,54.0,45.9,3.7,53.1,6.3,3.8
285698,53115,MBG0095,BU19310501,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,4.4,59.5,20.0,18.9,91.1,14.4,12.2,31.1,27.8,26.7,46.7,45.6,10.0,24.4,94.4,58.9,6.7,5.6,31.1,58.9,50.0,4.4,58.9,6.7,5.6
285701,53115,MBG0095,BU19310502,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,7.9,57.9,21.1,26.3,94.7,18.4,15.8,36.8,31.6,31.6,55.3,52.6,15.8,31.6,97.4,73.7,7.9,7.9,34.2,71.1,52.6,7.9,68.4,10.5,7.9
285704,53115,MBG0095,BU19310503,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,4.2,58.3,19.8,19.8,91.7,13.5,11.5,35.4,32.3,30.8,49.5,45.8,11.5,26.6,92.7,65.6,7.3,7.3,31.2,58.3,51.0,6.8,60.4,8.3,6.2
285707,53115,MBG0095,BU19310504,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,8.8,61.8,20.6,26.5,97.1,20.6,17.6,38.2,29.4,29.4,55.9,52.9,11.8,32.4,100.0,70.6,8.8,8.8,35.3,67.6,52.9,5.9,64.7,8.8,5.9
285713,53115,MBG0095,BU19310600,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,2.8,54.7,18.0,20.7,84.7,9.8,7.7,30.4,28.4,26.4,46.6,44.2,10.7,26.3,86.1,53.5,4.7,6.1,28.4,49.3,44.9,4.3,50.7,7.3,4.3
285719,53115,MBG0095,BU19310700,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.4,48.3,13.8,16.3,85.0,9.5,7.7,25.7,23.0,21.3,44.3,40.3,7.8,22.0,89.9,49.8,3.6,3.7,24.9,56.2,47.9,3.2,51.7,5.8,3.2
285722,53115,MBG0095,BU19310701,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,6.5,47.7,13.7,15.0,83.0,11.1,9.2,25.5,24.2,22.9,48.4,43.8,9.8,23.2,94.8,50.3,4.6,4.6,30.7,62.7,58.8,3.9,58.8,5.9,4.6
285728,53115,MBG0095,BU19310800,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.2,53.9,16.6,19.7,88.2,12.9,9.7,29.7,26.6,25.1,46.6,44.5,10.5,26.3,90.3,58.4,5.0,5.0,28.9,53.9,42.9,4.2,56.8,6.8,4.2
285731,53115,MBG0095,BU19310801,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,4.7,49.1,14.6,18.7,91.2,12.9,9.9,26.9,24.0,22.2,43.9,42.1,9.4,23.4,93.6,61.4,5.3,4.1,27.5,62.0,44.4,3.5,57.3,5.8,4.1
285734,53115,MBG0095,BU19310802,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,5.9,54.1,16.5,20.0,91.8,14.1,10.6,32.9,27.1,25.9,50.6,47.1,11.8,28.2,95.3,67.1,5.9,5.9,30.6,64.7,50.6,5.9,63.5,8.2,4.7
285737,53115,MBG0095,BU19310803,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,6.2,58.3,18.8,22.9,93.8,18.8,16.7,35.4,31.2,29.2,47.9,52.1,14.6,31.2,97.9,62.5,8.3,8.3,37.5,66.7,50.0,6.2,62.5,8.3,6.2
285740,53115,MBG0095,BU19310804,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,5.6,61.1,22.2,25.9,90.7,13.0,11.1,38.9,31.5,29.6,51.9,46.3,13.0,29.6,94.4,61.1,7.4,7.4,33.3,61.1,55.6,7.4,61.1,9.3,5.6
285743,53115,MBG0095,BU19310805,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,4.3,52.1,16.6,19.6,86.5,12.9,11.0,31.3,29.4,26.4,51.5,49.7,13.5,31.3,89.6,64.4,6.1,6.7,31.9,60.1,47.9,6.7,61.3,8.6,6.1
285746,53115,MBG0095,BU19310806,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.7,56.1,20.6,22.9,85.4,13.3,10.6,35.2,32.2,30.2,51.2,49.5,13.0,30.6,86.7,53.0,6.3,8.0,31.6,52.7,47.2,6.3,55.5,8.6,5.6
285749,53115,MBG0095,BU19310807,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.2,55.4,18.5,21.1,84.1,11.6,9.1,31.0,28.3,26.6,48.8,45.6,10.9,26.9,87.0,54.0,5.3,6.6,29.8,50.4,46.0,4.8,54.2,7.8,4.6
285752,53115,MBG0095,BU19310808,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,5.3,52.1,14.9,20.2,93.6,17.0,13.8,29.3,27.7,25.5,45.7,44.7,10.6,26.6,94.7,64.9,5.9,5.3,30.9,66.0,45.7,5.3,62.8,7.4,4.3
285755,53115,MBG0095,BU19310809,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,6.7,56.7,16.7,20.0,95.0,16.7,13.3,30.0,28.3,26.7,48.3,48.3,11.7,28.3,96.7,63.3,6.7,6.7,33.3,65.0,50.0,6.7,65.0,8.3,6.7
285758,53115,MBG0095,BU19310810,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.2,52.4,16.5,18.0,87.1,11.4,8.3,30.7,28.1,26.6,48.1,43.3,10.3,25.3,87.8,58.2,4.5,5.8,27.7,53.9,44.4,4.9,55.1,7.1,4.1
285764,53115,MBG0095,BU19311000,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,2.6,51.8,16.0,18.2,83.7,10.1,7.0,27.4,24.7,23.2,46.6,42.4,9.5,24.6,87.0,53.6,4.3,4.9,26.9,51.0,45.1,3.9,53.7,6.4,3.7
285767,53115,MBG0095,BU19311001,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,4.3,50.3,16.6,19.0,92.0,13.5,10.4,29.4,26.4,24.5,48.5,44.2,9.8,25.8,92.6,65.0,4.9,5.5,28.8,62.0,44.8,5.5,57.7,7.4,4.3
285770,53115,MBG0095,BU19311002,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,5.1,51.3,15.2,17.1,90.5,14.6,12.0,29.1,25.3,24.1,45.6,42.4,10.1,23.4,93.0,60.8,5.1,4.4,28.5,61.1,46.8,4.4,58.9,6.3,4.4
285773,53115,MBG0095,BU19311003,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,6.2,49.6,14.7,17.1,89.9,14.0,11.6,27.9,24.8,24.0,47.3,43.4,9.3,24.4,94.6,55.8,5.4,4.7,29.5,64.3,51.9,4.7,58.9,6.2,4.7
285776,53115,MBG0095,BU19311004,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,9.1,54.5,22.7,36.4,100.0,22.7,18.2,40.9,36.4,31.8,59.1,54.5,13.6,31.8,100.0,68.2,9.1,9.1,36.4,77.3,59.1,9.1,72.7,13.6,9.1
285779,53115,MBG0095,BU19311005,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,4.9,48.8,13.8,17.2,89.7,13.3,10.8,26.9,24.1,22.7,45.8,41.9,8.9,22.9,93.6,53.7,4.4,3.9,28.1,62.6,47.3,3.9,58.1,5.9,3.9
285782,53115,MBG0095,BU19311006,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,6.0,62.0,20.0,24.0,90.0,16.0,12.0,34.0,28.0,28.0,54.0,46.0,12.0,28.0,96.0,58.0,6.0,8.0,32.0,64.0,58.0,6.0,60.0,8.0,6.0
285785,53115,MBG0095,BU19311007,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,5.1,57.0,16.5,20.3,91.1,12.7,11.4,33.6,31.6,30.4,49.4,46.8,11.4,26.6,94.9,57.0,5.1,6.3,31.6,62.0,50.6,6.3,60.8,7.6,5.1
285788,53115,MBG0095,BU19311008,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,9.1,54.5,18.2,21.2,97.0,21.2,15.2,36.4,33.3,30.3,54.5,51.5,12.1,27.3,97.0,69.7,9.1,9.1,33.3,72.7,57.6,9.1,69.7,9.1,6.1
285794,53115,MBG0095,BU19311100,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.1,50.4,14.6,19.5,85.7,11.5,8.4,27.7,25.8,24.7,48.4,47.0,10.5,25.1,88.9,51.9,5.2,5.9,33.1,57.8,45.3,4.9,56.1,7.0,4.9
285797,53115,MBG0095,BU19311101,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,5.7,54.3,17.1,15.7,90.0,11.4,10.0,32.9,25.7,24.3,42.9,41.4,8.6,22.9,95.7,54.3,7.1,5.7,30.0,62.9,60.0,5.7,55.7,5.7,5.7
285803,53115,MBG0095,BU19311200,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,2.7,50.1,15.8,20.6,84.3,9.3,6.7,30.0,26.7,25.1,48.6,47.1,11.5,30.3,85.6,57.1,4.3,5.7,29.0,52.5,43.6,4.4,53.1,8.0,3.8
285806,53115,MBG0095,BU19311201,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,3.0,54.5,19.1,21.2,70.4,7.8,5.3,31.4,29.6,28.0,52.6,50.8,14.1,33.6,82.8,50.4,6.3,8.9,32.9,48.8,56.0,5.9,52.7,10.3,5.9
285809,53115,MBG0095,BU19311202,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,2.7,54.0,17.6,18.7,74.1,7.5,5.5,30.1,27.8,26.2,48.5,46.5,11.6,29.1,84.8,51.4,5.4,7.2,29.8,48.4,52.6,4.8,52.4,8.4,4.8
285812,53115,MBG0095,BU19311203,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,7.0,56.1,21.1,22.8,94.7,15.8,10.5,33.3,28.1,26.3,50.9,54.4,15.8,35.1,96.5,73.7,8.8,7.0,35.1,66.7,52.6,7.0,64.9,10.5,7.0
285815,53115,MBG0095,BU19311204,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,2.6,50.4,15.2,16.8,84.8,8.3,5.8,27.0,24.0,22.5,44.5,41.3,9.0,24.8,88.1,58.9,4.1,4.7,25.7,52.7,44.0,3.6,53.9,6.5,3.5
285818,53115,MBG0095,BU19311205,2020JJ00,Krimpenerwaard                          ,Buurt     ,S,5.4,50.9,15.5,17.9,91.7,12.5,8.9,29.2,24.4,23.2,45.8,43.5,10.1,25.3,94.0,65.5,6.0,4.8,28.0,60.7,45.8,4.2,61.3,7.1,4.2
