,id,age,margins,districts_and_neighborhoods,periods,municipality,region_type,underweight,normaalgewicht_8,overweight,severe_overweight,smoker,complies with alcohol directive,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,ernstigbeperktvanwegegezondheid_18,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression, high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,voldoetaanbeweegrichtlijn_5,weekly_athletes, hearing_restriction,visual_restriction,motor_restriction,socially_lonely
13587,220709,53115,MOG0095,BU05050910,2020JJ00,Dordrecht                               ,Buurt     ,0.8,46.8,43.9,10.7,11.8,35.9,82.6,4.4,2.5,18.2,14.6,0.8,13.3,38.6,3.3,32.5,5,17.6,86.7,45.2,55.4,0.9,1.1,1.3,18.1
13588,220712,53115,MOG0095,WK050510  ,2020JJ00,Dordrecht                               ,Wijk      ,1.8,47.8,47.3,13.4,13,41.8,81,6.1,4.2,25.1,21.8,2.6,20.3,40,4.5,38.3,7.4,21.4,84.3,49.3,54.3,2.1,2.9,3.7,23.2
13589,220715,53115,MOG0095,BU05051000,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13590,220718,53115,MOG0095,BU05051001,2020JJ00,Dordrecht                               ,Buurt     ,0.5,44.6,40.4,8.3,6.7,34.2,80.8,3.1,2.6,18.1,13.5,0,11.9,31.6,1,30.1,2.6,14,84.5,45.1,54.9,0,0.5,0.5,15.5
13591,220721,53115,MOG0095,BU05051002,2020JJ00,Dordrecht                               ,Buurt     ,0.8,47.6,40.3,9.2,8.8,35.6,81.2,4.8,2.5,19.6,15.7,0.8,14.3,33.6,2.2,31.9,3.6,15.7,84.3,48,56.6,0.6,1.4,1.1,17.6
13592,220724,53115,MOG0095,BU05051003,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13593,220727,53115,MOG0095,BU05051004,2020JJ00,Dordrecht                               ,Buurt     ,0,22.2,40.7,7.4,22.2,25.9,59.3,0,0,25.9,25.9,3.7,25.9,40.7,3.7,48.1,11.1,29.6,48.1,25.9,22.2,0,0,3.7,29.6
13594,220730,53115,MOG0095,BU05051005,2020JJ00,Dordrecht                               ,Buurt     ,0,14.3,35.7,0,0,21.4,64.3,0,0,7.1,7.1,0,7.1,14.3,0,14.3,0,0,64.3,21.4,28.6,0,0,0,7.1
13595,220733,53115,MOG0095,BU05051006,2020JJ00,Dordrecht                               ,Buurt     ,1.6,45.6,48.4,14.2,13.8,42.5,79.2,5.6,3.8,25.7,22.6,2.8,21.1,41.2,4.8,39.5,7.8,22.6,82.4,47.9,51,2.1,2.9,4.1,23.8
13596,220736,53115,MOG0095,BU05051007,2020JJ00,Dordrecht                               ,Buurt     ,1.5,47.1,46.5,13.1,12.5,41.8,80.3,5.7,4,24.5,21.2,2.3,19.7,39.3,4.3,37.4,7,20.7,84,48.7,53.4,2,2.7,3.5,22.3
13597,220739,53115,MOG0095,BU05051008,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13598,220742,53115,MOG0095,BU05051009,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13599,220745,53115,MOG0095,BU05051010,2020JJ00,Dordrecht                               ,Buurt     ,0,36.9,47,11.6,9.8,34.1,76.8,3,2.4,23.2,18.9,0.6,17.7,34.1,1.8,33.5,4.3,17.1,78.7,40.9,45.1,0.6,1.2,1.8,18.9
13600,220748,53115,MOG0095,BU05051011,2020JJ00,Dordrecht                               ,Buurt     ,1.2,50.8,40.2,8.4,8.7,37.3,83,5.3,3.4,20,16.3,1.1,15.2,34.6,2.6,32.6,4.6,16.4,86.5,49,59.4,1,1.6,1.6,19
13601,220751,53115,MOG0095,BU05051012,2020JJ00,Dordrecht                               ,Buurt     ,0,33.3,30,0,0,30,73.3,0,0,13.3,6.7,0,6.7,20,0,23.3,0,6.7,73.3,36.7,36.7,0,0,0,13.3
13602,220754,53115,MOG0095,BU05051013,2020JJ00,Dordrecht                               ,Buurt     ,0,36.8,36.8,5.3,3.5,31.6,75.4,1.8,0,15.8,14,1.8,12.3,28.1,0,26.3,1.8,12.3,75.4,40.4,42.1,0,0,1.8,14
13603,220757,53115,MOG0095,WK050511  ,2020JJ00,Dordrecht                               ,Wijk      ,1.8,43.5,52.2,16.4,16.4,46.1,75.7,6,4.1,27.6,24.9,3.4,23.3,43.8,6.3,43,9.5,25.6,81.5,46.8,48.4,3,4,5.4,26.6
13604,220760,53115,MOG0095,BU05051100,2020JJ00,Dordrecht                               ,Buurt     ,1.3,42.2,49.8,14.3,13.5,43.8,74.9,5.3,3,23.3,20.8,2,19.1,40.2,4.5,39.3,7.1,22.1,82.4,45,48.5,2,2.8,3.4,23.6
13605,220763,53115,MOG0095,BU05051101,2020JJ00,Dordrecht                               ,Buurt     ,1.5,42.9,50,14.4,14.1,45.7,73.3,5.1,3.2,24.2,21.5,2.2,19.9,41.1,5.2,40.7,7.6,23,82.3,46.1,48.8,2.2,3.3,3.9,24.6
13606,220766,53115,MOG0095,BU05051102,2020JJ00,Dordrecht                               ,Buurt     ,1.2,42.6,48.7,13.4,12.8,41.5,77.5,5,3.2,23.4,20,1.9,18.7,39.4,4.1,38,6.7,21.1,81.9,44.4,50.1,1.6,2.8,3.2,22.6
13607,220769,53115,MOG0095,BU05051103,2020JJ00,Dordrecht                               ,Buurt     ,1,44.8,46.4,11.7,11.2,41.6,77.8,4.6,3,21.6,17.9,1.1,16.5,37.1,3.4,36.4,5.9,19.9,84,45.2,50.9,1.1,2,2,21
13608,220772,53115,MOG0095,BU05051104,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13609,220775,53115,MOG0095,BU05051105,2020JJ00,Dordrecht                               ,Buurt     ,1.4,42.6,50.2,15.1,15.2,44.3,76,5.5,3.8,27,24.3,3,22.9,41.9,5.3,41.3,8.6,24.2,80.1,46.1,47.8,2.4,3.3,4.7,25.1
13610,220778,53115,MOG0095,BU05051106,2020JJ00,Dordrecht                               ,Buurt     ,1.4,42.9,49.3,13.5,13.3,41.6,78.4,5.4,3.8,25.5,22.3,2.1,21,39.9,4.3,38.4,7.1,21.4,81.8,46.5,49.3,1.8,2.6,3.5,22.9
13611,220781,53115,MOG0095,BU05051107,2020JJ00,Dordrecht                               ,Buurt     ,1.1,38.8,50.9,16.6,19.5,46.7,68.6,4.9,3,31.2,29.9,4.7,28,48.4,7.9,47.6,11.9,30.2,71.6,42.9,39.7,3.4,4.7,8.1,29.7
13612,220784,53115,MOG0095,BU05051108,2020JJ00,Dordrecht                               ,Buurt     ,0.8,38.9,51.3,15.4,14.8,43.8,73.3,4.7,3,27.3,24.8,3,23.3,42.1,5.3,41.7,8.6,24.4,77.1,43.8,43.4,2.4,3.2,5.6,25.6
13613,220787,53115,MOG0095,BU05051109,2020JJ00,Dordrecht                               ,Buurt     ,1.6,40.3,53.5,17.8,19.5,47.3,71,5.7,3.6,28.8,26.8,4.1,25,46.9,7.7,46.8,11.5,29.4,77.3,44.3,43.3,3.6,4.4,6.8,29
13614,220790,53115,MOG0095,BU05051110,2020JJ00,Dordrecht                               ,Buurt     ,1.2,41.4,51,15.4,14.7,44.7,74.8,5,3.3,26.1,23.1,2.5,21.7,41.7,5,40.4,8,23.1,80.1,45.6,46.3,2.5,3.1,4.6,24.4
13615,220793,53115,MOG0095,BU05051111,2020JJ00,Dordrecht                               ,Buurt     ,1.2,41.7,51,14.8,13.8,43.6,76.3,5.1,3.5,26.7,23.7,2.5,22.3,40.6,4.6,39.4,7.6,22.3,80.5,45.1,46.7,2.1,2.8,4.4,24.2
13616,220796,53115,MOG0095,BU05051112,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13617,220799,53115,MOG0095,WK050519  ,2020JJ00,Dordrecht                               ,Wijk      ,0.9,42.3,47.9,13.4,16.4,37.7,78.7,5.7,3.8,22.5,20.2,1.9,18.5,41.3,4.5,39.4,7.3,22.1,80.6,42.3,45,1.7,2.3,2.8,23
13618,220802,53115,MOG0095,BU05051900,2020JJ00,Dordrecht                               ,Buurt     ,0,35.3,46.6,12.8,21.1,36.1,71.8,4.5,2.3,21.1,19.5,1.5,18,45.9,6,42.9,9,26.3,72.2,39.8,37.6,0.8,2.3,3,24.8
13619,220805,53115,MOG0095,BU05051901,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13620,220808,53115,MOG0095,BU05051902,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13621,220811,53115,MOG0095,BU05051903,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13622,220814,53115,MOG0095,BU05051904,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13623,220817,53115,MOG0095,BU05051905,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13624,220820,53115,MOG0095,BU05051906,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13625,220823,53115,MOG0095,BU05051907,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13626,220826,53115,MOG0095,BU05051909,2020JJ00,Dordrecht                               ,Buurt     ,0,36.9,44.1,10.8,10.8,34.2,75.7,3.6,1.8,20.2,18,0.9,16.2,35.1,1.8,33.8,4.5,17.1,76.6,37.8,39.6,0,0,0.9,18.9
13627,220829,53115,MOG0095,BU05051910,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13628,220832,53115,MOG0095,BU05051911,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13629,220835,53115,MOG0095,BU05051912,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13630,220838,53115,MOG0095,BU05051913,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13631,220841,53115,MOG0095,BU05051914,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13632,220844,53115,MOG0095,BU05051915,2020JJ00,Dordrecht                               ,Buurt     ,0.4,40.6,45.4,10.9,11.4,34.5,77.7,4.4,2.6,19.7,16.6,0.9,15.7,35.4,2.2,32.3,3.9,15.7,81.2,38,44.1,0.9,1.3,1.3,18.3
13633,220847,53115,MOG0095,BU05051916,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13634,220850,53115,MOG0095,BU05051917,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13635,220853,53115,MOG0095,BU05051918,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13636,220856,53115,MOG0095,BU05051919,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13637,220859,53115,MOG0095,WK050598  ,2020JJ00,Dordrecht                               ,Wijk      ,0.6,41.8,45.9,11.6,11.9,37.2,78.4,5.2,4,22.1,20.1,1.5,18.6,37.2,2.7,36.3,5.5,18.3,80.2,40.9,41.2,1.2,1.8,2.4,22
13638,220862,53115,MOG0095,BU05059800,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13639,220865,53115,MOG0095,BU05059801,2020JJ00,Dordrecht                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
13640,220868,53115,MOG0095,BU05059804,2020JJ00,Dordrecht                               ,Buurt     ,0.4,40.9,45.7,11.4,12.6,36.6,77.2,5.1,3.5,21.7,20.1,1.6,18.5,37,2.8,36.6,5.5,18.5,79.1,39.8,38.6,1.2,1.6,2.4,22.4
13641,220871,53115,MOG0095,BU05059805,2020JJ00,Dordrecht                               ,Buurt     ,0,37.3,37.3,6,6,29.9,74.6,1.5,0,14.9,13.4,0,11.9,28.4,0,26.1,1.5,10.4,77.6,35.8,41.8,0,0,0,13.4
14479,272468,53115,MBG0095,GM0505    ,2020JJ00,Dordrecht                               ,Gemeente  ,2.4,45.9,54,18.9,21.5,50,75.1,7.3,5.2,30.1,27.7,5.1,25.9,50.1,9.1,49.5,13.3,31.9,80.4,50.4,49.6,4.9,6.1,8.1,31.6
14480,272471,53115,MBG0095,WK050501  ,2020JJ00,Dordrecht                               ,Wijk      ,2.8,52.8,49.1,16.3,24.2,40.7,84.4,10,7.6,30.3,26.7,4.9,24.6,52.8,9.4,50.9,13.7,34.4,82.1,53.3,55.7,4.4,5.6,6.6,31.4
14481,272474,53115,MBG0095,BU05050100,2020JJ00,Dordrecht                               ,Buurt     ,3.8,55.9,50.7,17.1,24.3,43.3,87.9,11.9,9.6,34.2,30.3,6.5,28.4,52.8,10.9,50.9,14.2,34,83.9,55.9,58,5.4,6.6,7.7,32.9
14482,272477,53115,MBG0095,BU05050101,2020JJ00,Dordrecht                               ,Buurt     ,3.8,55.2,51.1,17.6,24.1,42,88.3,12.3,9.4,33.3,28.7,5.6,26.6,52.7,9.4,51.7,13.8,33.7,84.9,55.7,59.4,4.6,6.3,6.9,31.6
14483,272480,53115,MBG0095,BU05050102,2020JJ00,Dordrecht                               ,Buurt     ,4.2,54.6,52.9,20,29.9,43.5,84.9,12.5,8.7,32.9,29.4,6.7,27.3,58.1,12.9,58.8,18.8,42.1,82.8,55.1,56.7,6.8,8,8.9,38.1
14484,272483,53115,MBG0095,BU05050103,2020JJ00,Dordrecht                               ,Buurt     ,4,55.4,54.6,18.5,24.5,46.6,88.4,11.6,9.6,34.9,30.7,6.8,28.9,51,10.8,51,14.9,32.9,85.9,57,59,6,7.2,8.4,34.5
14485,272486,53115,MBG0095,BU05050104,2020JJ00,Dordrecht                               ,Buurt     ,5.1,57.7,56.2,22.6,27.7,50.4,86.9,13.9,10.9,37.2,34.3,7.3,31.4,57.7,12.4,58.4,18.2,40.5,86.9,59.1,59.1,7.3,9.1,10.2,40.1
14486,272489,53115,MBG0095,BU05050105,2020JJ00,Dordrecht                               ,Buurt     ,3.8,55.3,55.3,20.2,22.6,48.1,89.9,11.5,9.1,34.6,30.8,5.3,28.4,51.4,8.7,49.5,13,32.2,88.5,58.2,61.1,4.8,6.7,6.7,33.2
14487,272492,53115,MBG0095,BU05050106,2020JJ00,Dordrecht                               ,Buurt     ,3.3,52.4,53.1,20.3,28.8,45.7,82.1,11.2,8.1,35.4,31.7,7.1,29.3,58.1,12.7,56.8,17.9,39.9,80.3,54.1,53.8,6.2,8.3,10.2,36.8
14488,272495,53115,MBG0095,BU05050107,2020JJ00,Dordrecht                               ,Buurt     ,4.4,57,50.4,18,28.9,40.2,88.9,12.6,8.9,31.1,27.3,5.4,24.9,57.8,11.6,54.9,16,39.3,86.2,56.5,60.5,5.2,6.2,6.9,33.6
14489,272498,53115,MBG0095,BU05050108,2020JJ00,Dordrecht                               ,Buurt     ,3.5,54.7,50.7,18.1,28.9,39.8,86,12.1,8.9,32.8,29.2,6.2,27,57.3,11.8,55.8,16.7,39.1,82.3,55.2,57.5,5.6,7,8.2,34.7
14490,272501,53115,MBG0095,BU05050109,2020JJ00,Dordrecht                               ,Buurt     ,3.8,55,55,20.4,27.9,46.2,85.4,11.7,9.6,37.1,34.2,8.8,31.7,56.9,12.5,54.2,17.1,37.1,83.3,57.1,58.3,7.5,8.8,11.2,35.8
14491,272504,53115,MBG0095,BU05050110,2020JJ00,Dordrecht                               ,Buurt     ,4.3,53.6,54.2,20.5,29.6,45.6,84.4,11.9,8.4,34,31.3,6.7,28.6,58.5,13.2,56.3,17.8,39.9,82.7,55.5,55.5,6.5,7.8,9.2,36.7
14492,272507,53115,MBG0095,BU05050111,2020JJ00,Dordrecht                               ,Buurt     ,3.6,57.2,49.4,16.7,24,43.1,87.8,10.4,7.5,29.1,24.7,4.3,22.7,53.6,9.7,52.2,14.4,36.3,87.3,56.2,61.4,4.3,5.1,5.8,32.6
14493,272510,53115,MBG0095,BU05050112,2020JJ00,Dordrecht                               ,Buurt     ,4.2,56.4,50.9,18.9,29.7,43.8,84.3,12.1,9.7,33.1,29.7,7.1,27.6,59.6,12.3,57.5,18.1,40.4,84,56.2,57.2,6.8,8.4,9.7,37
14494,272513,53115,MBG0095,BU05050113,2020JJ00,Dordrecht                               ,Buurt     ,4.2,60.1,49.3,17.4,24.7,39.4,89.6,14.2,11.1,31.2,26.7,4.9,24.7,53.8,9.7,50,13.5,34,88.5,58.3,63.5,4.5,5.6,6.2,30.2
14495,272516,53115,MBG0095,BU05050114,2020JJ00,Dordrecht                               ,Buurt     ,4.1,57.2,50.7,17.1,20.6,44.8,88.2,11.8,9.4,32.7,27.7,5,25.4,51.6,8,48.4,12.4,31.4,86.7,57.5,61.4,4.7,5.9,6.5,29.8
14496,272519,53115,MBG0095,WK050502  ,2020JJ00,Dordrecht                               ,Wijk      ,2.8,47.1,54.2,19.8,24.7,51.5,72,8,5.9,32.7,31.1,6.8,28.6,54.4,11.4,53.4,15.7,35.8,78.3,52,49.9,6.3,8.4,10.9,35
14497,272522,53115,MBG0095,BU05050200,2020JJ00,Dordrecht                               ,Buurt     ,3.2,46.6,56.8,22,28.6,54.1,71.4,8.6,6.4,36.1,34.8,8.6,32.3,58.7,13.6,58.5,18.7,40.8,75.9,51.6,49,7.8,9.7,12.9,39.4
14498,272525,53115,MBG0095,BU05050201,2020JJ00,Dordrecht                               ,Buurt     ,3.7,56.7,51.3,15.5,17.8,46.1,87.7,8.9,7.4,30.9,25.2,4.6,23.8,45.4,7.2,44.1,10,26.6,90.1,57.3,62.8,3.4,4.9,5.7,28.1
14499,272528,53115,MBG0095,BU05050202,2020JJ00,Dordrecht                               ,Buurt     ,3.6,41.6,63.5,26.8,29.4,69.3,55,7,5.3,37.9,38.4,10.2,35.2,60.9,16.6,63.1,21.6,43.7,74,50.3,41.7,10.5,13.7,17.8,44.6
14500,272531,53115,MBG0095,BU05050203,2020JJ00,Dordrecht                               ,Buurt     ,3.7,45.4,60.7,26.4,30.9,61.1,62.8,8.8,6.5,39.7,40.3,11.1,37.2,62.8,17.4,61.8,22.3,44,74.2,53.4,45.4,10.2,14.1,18.8,43.2
14501,272534,53115,MBG0095,BU05050204,2020JJ00,Dordrecht                               ,Buurt     ,3.6,53.4,52.6,17.4,20.4,47.2,82.4,9.7,7.3,29.9,26.5,4.5,24.9,50.4,8.5,47.2,11.9,29.8,87.7,57.1,58.8,4.3,6.1,6.5,29.8
14502,272537,53115,MBG0095,BU05050205,2020JJ00,Dordrecht                               ,Buurt     ,3.3,51.9,53.5,20.1,28.8,46.3,79.5,10.6,8,33.7,31.4,7.5,28.8,57.1,12.2,55.2,17.4,38.3,80.5,54.8,53.1,6.8,8.8,10.9,35.7
14503,272540,53115,MBG0095,BU05050206,2020JJ00,Dordrecht                               ,Buurt     ,3.8,57.8,48.9,15.6,19.4,40.2,89.3,10.9,8.7,28.9,24.6,4,22.8,49.1,7.5,45.5,11.1,28.7,89.1,59.2,63.8,3.6,5.1,5.1,27.4
14504,272543,53115,MBG0095,WK050503  ,2020JJ00,Dordrecht                               ,Wijk      ,2.8,44.1,57.1,21.5,25.4,56.4,68.7,7.1,4.8,31.7,29.9,6.6,27.6,54.7,11.8,54.5,16.3,36.5,78.5,51.2,45.4,6.6,8.1,10.7,35.9
14505,272546,53115,MBG0095,BU05050300,2020JJ00,Dordrecht                               ,Buurt     ,4.6,51.2,61.1,23.4,25.1,50.9,87.4,10.3,8,34.9,31.4,6.3,29.1,53.7,9.7,50.3,13.7,32,88,54.9,55.4,5.7,6.3,8,32.6
14506,272549,53115,MBG0095,BU05050301,2020JJ00,Dordrecht                               ,Buurt     ,3.1,46.5,57.2,20.9,23.1,49.4,80.3,8.5,6,30.8,28.2,5.1,26,51.5,9.4,50.1,13.2,32.4,83.3,51.3,50.1,4.8,5.6,7.4,31.3
14507,272552,53115,MBG0095,BU05050302,2020JJ00,Dordrecht                               ,Buurt     ,3.2,53.8,52.5,17.6,18.9,46.3,86.9,9.4,6.4,29.1,25.7,4.3,23.7,47.5,7.7,44.4,10.3,26.8,88,57.6,60.2,3.8,5.3,5.8,27.6
14508,272555,53115,MBG0095,BU05050303,2020JJ00,Dordrecht                               ,Buurt     ,3.5,44.1,60.5,24.2,28.9,56.9,71.6,8.3,5.7,34.4,32.3,7.8,29.9,56.5,13,55.7,17,37.4,79,51.5,45.3,7,8.9,12.1,37.3
14509,272558,53115,MBG0095,BU05050304,2020JJ00,Dordrecht                               ,Buurt     ,3.3,42.9,61.2,24.8,28.3,64.3,62.4,7.1,5.2,35.8,34.3,9.1,32,58.1,14.4,59.8,19.5,40.9,76.4,50.8,42.3,8.6,11.2,14.7,40.8
14510,272561,53115,MBG0095,BU05050305,2020JJ00,Dordrecht                               ,Buurt     ,3.5,42,61.9,26.7,31.4,70.9,51.3,6.8,3.9,36.7,37.4,10.8,34.4,64.2,18.6,66.3,25.2,47.5,72.4,51.3,39,11.9,14.6,19,47.1
14511,272564,53115,MBG0095,BU05050306,2020JJ00,Dordrecht                               ,Buurt     ,3.3,47.5,56.2,20.8,26.9,54.2,74.2,8.4,5.9,32,29.7,6.4,27.4,56.2,11.9,56.1,17,38.1,81.2,53,48.8,6.4,7.9,9.5,36.9
14512,272567,53115,MBG0095,BU05050307,2020JJ00,Dordrecht                               ,Buurt     ,3.7,50.2,59.5,22,29.3,61,68.9,8.2,5.5,29.6,26.8,5.8,24.7,56.7,13.4,55.5,16.8,37.8,86.7,54.6,52.4,6.7,7.6,8.7,36.6
14513,272570,53115,MBG0095,WK050504  ,2020JJ00,Dordrecht                               ,Wijk      ,3,44.7,57.3,22.6,27.4,57.6,66.5,7.8,5.2,34,32.6,7.7,30.2,58,13.2,57.1,18.4,39.6,76.6,51.8,45.4,7.6,9.3,12.2,38.1
14514,272573,53115,MBG0095,BU05050400,2020JJ00,Dordrecht                               ,Buurt     ,3.2,44,60.3,24.8,28.3,62.8,61.3,7.7,5.1,35.3,33.9,8.6,31.4,60.1,14.7,58.6,20.1,41.2,76.8,51.5,44.6,9,11.2,13.9,39.8
14515,272576,53115,MBG0095,BU05050401,2020JJ00,Dordrecht                               ,Buurt     ,3.9,42.9,62.6,27.8,34.5,64.7,62.6,8.7,5.9,40.7,40.9,11.6,37.7,65.3,18.3,67.7,25.6,50.3,71.9,51.8,42.5,11.4,13.1,17.6,47.6
14516,272579,53115,MBG0095,BU05050402,2020JJ00,Dordrecht                               ,Buurt     ,4.2,49,57.7,23.8,28.7,61.7,65.2,8.9,6.1,35.3,34.3,8.6,31.8,61.7,15.2,58.9,19.6,40.2,78.7,54.7,48.6,8.5,11.4,14.3,39.5
14517,272582,53115,MBG0095,BU05050403,2020JJ00,Dordrecht                               ,Buurt     ,3.4,50.4,55.8,20.7,23.9,50.2,80.9,9.5,6.8,32.6,29.3,6.3,27.3,53.1,10.4,51.4,14.4,33.8,84.4,56.5,53.5,5.6,6.5,8.6,33.4
14518,272585,53115,MBG0095,BU05050404,2020JJ00,Dordrecht                               ,Buurt     ,4.1,50.6,57.7,22.8,31.4,52.1,78.7,11.2,8.3,34.3,32.2,7.1,29.9,59.5,13.3,58.6,18.9,41.1,82,55.9,50.9,7.1,8.6,10.9,38.5
14519,272588,53115,MBG0095,BU05050405,2020JJ00,Dordrecht                               ,Buurt     ,8,60,62,30,40,60,82,20,16,52,52,16,50,74,22,72,30,54,78,58,54,14,18,26,52
