,id,age,margins,districts_and_neighborhoods,periods,municipality,region_type,underweight,normaalgewicht_8,overweight,severe_overweight,smoker,complies with alcohol directive,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,ernstigbeperktvanwegegezondheid_18,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression, high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,voldoetaanbeweegrichtlijn_5,weekly_athletes, hearing_restriction,visual_restriction,motor_restriction,socially_lonely
29092,288728,53115,MBG0095,BU05560301,2020JJ00,Maassluis                               ,Buurt     ,2.8,46.7,57.3,21.8,24.6,52.1,73,7.9,5.2,31.8,29.9,5.9,27.7,53.9,11.9,55.5,17.6,38,80.1,49.3,51.2,5.9,7.6,10.1,37.6
29093,288731,53115,MBG0095,BU05560302,2020JJ00,Maassluis                               ,Buurt     ,3.4,49.2,55.7,20.9,25.1,50.8,75.7,8.6,5.4,30.8,28.9,5.5,26.7,53.8,11.8,55.1,17.6,38.2,82,51.4,53.2,5.6,7.5,9.1,36.8
29094,288734,53115,MBG0095,BU05560303,2020JJ00,Maassluis                               ,Buurt     ,3.5,47.3,59.5,24.5,28.3,53.9,74.1,9.3,6.8,36.6,35.1,8,33.2,58.8,14.5,59.7,20.6,41.9,78.1,50.2,48,7.4,9.8,13.2,40.9
29095,288737,53115,MBG0095,WK055604  ,2020JJ00,Maassluis                               ,Wijk      ,2.6,45.3,57.9,22.1,22.3,50.2,72.9,7.7,5.2,31.8,29.8,6,28,51.6,11,51.8,15.6,33.9,79.9,48.3,51.1,5.5,8,10.3,35
29096,288740,53115,MBG0095,BU05560401,2020JJ00,Maassluis                               ,Buurt     ,3.5,46,59.3,24.2,26.4,51.4,75.4,9.3,6.4,35.2,33.3,7.5,31.2,55.4,12.5,55.6,17.6,37.1,79.2,50.8,49.7,6.3,9.2,12.7,38.2
29097,288743,53115,MBG0095,BU05560402,2020JJ00,Maassluis                               ,Buurt     ,3.1,42.5,62.7,26.9,26.8,61.1,61.2,7.3,4.7,37.2,37.2,9.4,34.8,58,16,60.5,22.3,42.1,74.6,46.4,45.7,8.6,13.3,17,43.4
29098,288746,53115,MBG0095,BU05560403,2020JJ00,Maassluis                               ,Buurt     ,2.8,47.4,59.1,22.2,22.7,48,78.1,8.8,6.3,33.1,30.2,6.2,28.4,51.6,10.3,51.2,15.1,33.1,82.9,49.8,55,5.3,7.2,8.6,34.5
29099,288749,53115,MBG0095,BU05560404,2020JJ00,Maassluis                               ,Buurt     ,2.5,50.3,55.3,19.1,18.6,44.2,82.5,8.8,6.1,27.4,23.7,3.7,22.1,47.1,7.8,45.1,11.3,27.8,87.6,52.7,59.6,3.8,4.9,5.7,29
29100,288752,53115,MBG0095,BU05560405,2020JJ00,Maassluis                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
29101,288755,53115,MBG0095,WK055605  ,2020JJ00,Maassluis                               ,Wijk      ,2.6,47.1,55.9,19.6,20.4,48.7,74.8,7.6,5,29.4,26.5,4.6,24.6,50.5,9.6,49.9,14.2,32.4,82.7,50.8,54,4.9,7,8,32.9
29102,288758,53115,MBG0095,BU05560501,2020JJ00,Maassluis                               ,Buurt     ,2.6,47.9,56.2,19.8,19.8,44.5,81.3,8.4,5.7,29.4,26,4,24.3,48.9,8.4,48.4,12.5,30.4,84.8,51,55.8,4.1,5.8,6.4,31.4
29103,288761,53115,MBG0095,BU05560502,2020JJ00,Maassluis                               ,Buurt     ,2.9,47.4,56.3,20.4,21.9,54.4,68.8,7.6,4.6,30.3,28,5.7,26,53.4,11.5,52.5,16.9,35.4,81.5,52.1,53.3,6.3,8.7,10.4,35.6
29104,288764,53115,MBG0095,WK055606  ,2020JJ00,Maassluis                               ,Wijk      ,2.5,47.8,55.4,18.4,18.5,42.9,83.4,8.5,5.7,29.6,25.7,3.8,24.2,46.5,7.1,45,10.8,27.4,85.3,53.3,57.5,3.7,5,6.1,29.4
29105,288767,53115,MBG0095,BU05560601,2020JJ00,Maassluis                               ,Buurt     ,2.6,49.8,54.8,17.2,17.7,42.4,85.6,8.8,6,29.3,25.1,3.6,23.5,45.7,6.8,44.3,10.3,26.6,87.2,54.6,60.4,3.6,4.5,5.4,28.5
29106,288770,53115,MBG0095,BU05560602,2020JJ00,Maassluis                               ,Buurt     ,2.7,47.3,57.2,20.6,20.2,44.7,82.4,8.8,6,31.2,27.3,4.4,26.1,48.6,8.1,46.7,12.3,29.3,84.5,53.2,55.7,4.2,5.9,7.6,31.4
29107,288773,53115,MBG0095,WK055607  ,2020JJ00,Maassluis                               ,Wijk      ,5.4,65.2,52.2,18.5,18.5,41.3,95.7,16.3,13,30.4,26.1,4.3,25,46.7,7.6,45.7,10.9,27.2,95.7,62,76.1,4.3,6.5,5.4,31.5
29108,288776,53115,MBG0095,BU05560701,2020JJ00,Maassluis                               ,Buurt     ,4.8,65.5,52.4,19,19,41.7,95.2,16.7,13.1,29.8,26.2,4.8,25,47.6,8.3,45.2,10.7,27.4,95.2,61.9,77.4,4.8,6,6,31
29109,288779,53115,MBG0095,BU05560702,2020JJ00,Maassluis                               ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
29110,288782,53115,MBG0095,WK055608  ,2020JJ00,Maassluis                               ,Wijk      ,3.5,57.6,52.4,16.3,15.3,39.9,91,10.1,6.9,26.4,21.2,3.1,19.4,44.8,6.6,40.6,9.4,24.3,92.7,59.7,71.9,3.5,5.2,4.2,25.3
29111,288785,53115,MBG0095,BU05560801,2020JJ00,Maassluis                               ,Buurt     ,3.5,57.6,52.4,16.3,15.3,39.9,91,10.1,6.9,26.4,21.2,3.1,19.4,44.8,6.6,40.6,9.4,24.3,92.7,59.7,71.9,3.5,5.2,4.2,25.3
29516,290000,53115,MBG0095,GM1842    ,2020JJ00,Midden-Delfland                         ,Gemeente  ,2.3,54.3,46.4,13.3,14.4,39.8,85.2,8.5,5.5,25.8,21.4,2.9,19.8,42.9,5.6,42,9.2,25,87.1,56.3,61.9,2.8,3.9,4,26
29517,290003,53115,MBG0095,WK184200  ,2020JJ00,Midden-Delfland                         ,Wijk      ,2.5,55.2,45.8,12.9,14.1,40.6,85,8.6,5.5,25.5,20.9,2.9,19.3,43,5.6,42.5,9,25.3,87.5,57.9,63.1,2.7,4,4,26
29518,290006,53115,MBG0095,BU18420000,2020JJ00,Midden-Delfland                         ,Buurt     ,2.6,54.7,48.4,14.4,15.2,39.3,87.3,10.2,7.4,27,23.4,3.5,21.9,43.1,5.9,42.1,9.1,24.6,87.6,57.8,62.5,3.1,4.1,4.5,26.3
29519,290009,53115,MBG0095,BU18420001,2020JJ00,Midden-Delfland                         ,Buurt     ,2.6,55.6,45.8,13.1,14.2,42.9,83.9,7.9,4.9,25.7,20.7,3,18.9,44,6.1,43.8,9.7,26.7,87.5,58.8,64.2,2.8,4.4,4.2,26.7
29520,290012,53115,MBG0095,BU18420002,2020JJ00,Midden-Delfland                         ,Buurt     ,8.3,68.3,50,16.7,20,45,96.7,20,16.7,35,28.3,6.7,26.7,50,8.3,50,13.3,33.3,96.7,70,70,6.7,6.7,6.7,35
29521,290015,53115,MBG0095,BU18420004,2020JJ00,Midden-Delfland                         ,Buurt     ,6,69,50,15.5,20.2,39.3,95.2,17.3,13.1,28.6,23.8,6,22.6,48.8,8.3,48.8,11.9,31,95.2,67.9,73.8,6,7.1,4.8,32.1
29522,290018,53115,MBG0095,BU18420005,2020JJ00,Midden-Delfland                         ,Buurt     ,4.4,63.1,46.4,13.1,16.3,42.1,91.7,13.5,9.9,27.4,22.2,3.6,21,44.8,6,43.7,9.1,24.2,93.1,61.1,64.1,3.6,4.4,3.6,27.8
29523,290021,53115,MBG0095,BU18420007,2020JJ00,Midden-Delfland                         ,Buurt     ,9.5,76.2,61.9,23.8,26.3,57.1,100,23.8,23.8,42.9,38.1,9.5,38.1,57.1,9.5,57.1,19,33.3,100,76.2,81,9.5,9.5,9.5,42.9
29524,290024,53115,MBG0095,BU18420009,2020JJ00,Midden-Delfland                         ,Buurt     ,4.4,63,47.6,13.2,15,37.4,93,13.7,11,27.3,22.5,4,20.9,44.9,5.5,43.6,8.8,25.1,92.5,62.1,68.3,3.5,4.8,4.8,27.8
29525,290027,53115,MBG0095,WK184201  ,2020JJ00,Midden-Delfland                         ,Wijk      ,2.4,54.1,48.7,14.7,15.8,39.3,86.4,9,6.1,27.2,23.3,3.2,21.8,43.7,5.9,42.2,10.3,25.5,86.9,54.9,60.7,3.2,4,4.4,26.9
29526,290030,53115,MBG0095,BU18420100,2020JJ00,Midden-Delfland                         ,Buurt     ,2.4,53.7,49.8,15.5,16.4,40.7,85.8,8.7,5.9,28.4,24.4,3.5,22.9,44.8,6.5,43.3,11,26.4,86.6,54.4,60.5,3.5,4.2,5,27.7
29527,290033,53115,MBG0095,BU18420101,2020JJ00,Midden-Delfland                         ,Buurt     ,5.3,70.2,54.4,17.5,17.5,43.9,94.7,17.5,14,31.6,26.3,5.3,24.6,47.4,8.8,47.4,12.3,28.1,96.5,70.2,80.7,7,8.8,7,31.6
29528,290036,53115,MBG0095,BU18420103,2020JJ00,Midden-Delfland                         ,Buurt     ,3.8,60.2,48,13.4,15,35.9,93,12.3,9.1,25.2,20.9,2.9,19.3,40.8,4.8,39.9,7.8,22.3,92.4,61.1,63.8,3.5,4,3.5,25.2
29529,290039,53115,MBG0095,BU18420106,2020JJ00,Midden-Delfland                         ,Buurt     ,3,56.6,50.1,16.1,17.9,41.5,87.7,10.7,7.2,28.9,25,4,23.8,47,7.2,45.1,12.1,28.2,87.9,57.4,62.8,3.8,4.9,5.4,29.5
29530,290042,53115,MBG0095,BU18420108,2020JJ00,Midden-Delfland                         ,Buurt     ,6.2,62.5,68.8,28.1,31.2,50,96.9,21.9,15.6,40.6,37.5,12.5,37.5,59.4,15.6,59.4,18.8,40.6,93.8,68.8,71.9,9.4,12.5,12.5,43.8
29531,290045,53115,MBG0095,BU18420109,2020JJ00,Midden-Delfland                         ,Buurt     ,5.4,63.4,54.8,15.1,17.2,41.9,94.6,15.1,11.8,31.2,25.8,4.3,24.7,47.3,6.5,47.3,10.8,29,93.5,64.5,66.7,4.3,5.4,5.4,31.2
29782,290798,53115,MBG0095,GM1978    ,2020JJ00,Molenlanden                             ,Gemeente  ,2.3,49.6,50.3,14.9,16.9,45.6,82.7,8.5,6.2,25.6,23.2,3.1,21.8,42.6,5.4,39.5,8,22.1,86.2,49.5,49.8,3.1,3.5,4.1,24.8
29783,290801,53115,MBG0095,WK197801  ,2020JJ00,Molenlanden                             ,Wijk      ,2.5,47.6,55.3,18.8,21.2,45.9,82.5,9.3,7,30.7,28.4,4.7,26.8,46.9,7.2,43.7,10.4,25.9,83.8,50.6,51,4.3,4.9,6.3,28.2
29784,290804,53115,MBG0095,BU19780101,2020JJ00,Molenlanden                             ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
29785,290807,53115,MBG0095,BU19780102,2020JJ00,Molenlanden                             ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
29786,290810,53115,MBG0095,BU19780103,2020JJ00,Molenlanden                             ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
29787,290813,53115,MBG0095,BU19780104,2020JJ00,Molenlanden                             ,Buurt     ,2.6,47,56.4,19.9,22.6,46.5,81.9,9.3,7,31.5,29.3,5.1,27.8,48.2,7.8,44.8,11.2,27.4,83.1,50.3,50,4.6,5.3,7,29.1
29788,290816,53115,MBG0095,BU19780105,2020JJ00,Molenlanden                             ,Buurt     ,10,70,70,30,35,65,95,20,15,45,45,15,45,65,20,60,25,45,95,70,70,15,15,15,45
29789,290819,53115,MBG0095,BU19780106,2020JJ00,Molenlanden                             ,Buurt     ,7.1,57.1,75,35.7,25,60.7,92.9,17.9,14.3,50,46.4,14.3,42.9,60.7,14.3,57.1,14.3,32.1,92.9,67.9,67.9,10.7,10.7,10.7,42.9
29790,290822,53115,MBG0095,BU19780107,2020JJ00,Molenlanden                             ,Buurt     ,3.8,55.7,56.2,18.4,17.8,50.8,88.1,11.4,9.7,31.9,28.1,4.9,26.5,45.4,6.5,43.8,10.3,23.8,90.8,57.3,60,4.9,5.7,5.4,29.2
29791,290825,53115,MBG0095,BU19780108,2020JJ00,Molenlanden                             ,Buurt     ,3.8,60,55.4,16.9,20,46.2,92.3,13.8,11.5,32.3,29.2,5.4,26.9,46.2,7.7,45.4,11.5,26.2,91.5,59.2,64.6,5.4,6.2,6.2,30.8
29792,290828,53115,MBG0095,WK197802  ,2020JJ00,Molenlanden                             ,Wijk      ,2.9,52.3,50.7,15.6,17.2,48.6,84.1,9.4,6.9,26.1,23.7,3.5,22.2,43.4,6.1,40.5,8.7,23.5,88,51.4,50.5,3.7,4,4.5,25.7
29793,290831,53115,MBG0095,BU19780201,2020JJ00,Molenlanden                             ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
29794,290834,53115,MBG0095,BU19780202,2020JJ00,Molenlanden                             ,Buurt     ,7.7,76.9,69.2,30.8,30.8,69.2,84.6,23.1,15.4,53.8,46.2,15.4,46.2,61.5,23.1,61.5,30.8,46.2,92.3,61.5,61.5,15.4,15.4,15.4,53.8
29795,290837,53115,MBG0095,BU19780203,2020JJ00,Molenlanden                             ,Buurt     ,3,51.5,52.4,17.1,18.5,50.3,83.2,9.4,6.8,27.3,24.9,3.9,23.5,45,6.8,41.9,9.5,25,87.3,51.4,50.3,4.3,4.4,5.2,26.5
29796,290840,53115,MBG0095,BU19780204,2020JJ00,Molenlanden                             ,Buurt     ,15.4,76.9,69.2,30.8,46.2,61.5,100,23.1,23.1,46.2,38.5,15.4,38.5,69.2,23.1,76.9,30.8,61.5,100,76.9,76.9,15.4,15.4,15.4,61.5
29797,290843,53115,MBG0095,BU19780205,2020JJ00,Molenlanden                             ,Buurt     ,4,60,49.5,13.8,15.6,45.8,90.5,12,9.5,25.8,22.9,3.3,21.5,41.8,5.1,40.4,7.6,21.5,93.1,56.4,56.7,3.3,4,3.6,26.9
29798,290846,53115,MBG0095,BU19780206,2020JJ00,Molenlanden                             ,Buurt     ,6.3,65.1,55.6,19,20.6,55.6,92.1,15.9,12.7,30.2,27,4.8,27,47.6,7.9,42.9,11.1,25.4,96.8,61.9,60.3,4.8,6.3,6.3,30.2
29799,290849,53115,MBG0095,WK197803  ,2020JJ00,Molenlanden                             ,Wijk      ,3.2,53.8,51.4,15.8,17.9,48.6,85.1,9.9,7.4,26.7,24,3.7,23,43.9,6,41.1,8.9,23.2,88.5,50.9,51.4,3.8,4.3,4.7,26.5
29800,290852,53115,MBG0095,BU19780301,2020JJ00,Molenlanden                             ,Buurt     ,6.8,66.1,57.6,18.6,18.6,59.3,91.5,13.6,11.9,32.2,30.5,6.8,28.8,49.2,8.5,49.2,11.9,27.1,96.6,61,59.3,6.8,6.8,6.8,35.6
29801,290855,53115,MBG0095,BU19780302,2020JJ00,Molenlanden                             ,Buurt     ,3.5,53.4,53.9,19,22.2,47.9,85.2,10.9,7.9,29.4,26.9,4.9,25.5,47.7,7.6,44.4,10.9,27.1,87.5,51.9,53.2,4.9,5.3,6.2,28.5
29802,290858,53115,MBG0095,BU19780303,2020JJ00,Molenlanden                             ,Buurt     ,6.7,63.3,58.3,21.7,20,53.3,91.7,16.7,13.3,31.7,30,5,28.3,48.3,8.3,48.3,11.7,26.7,95,60,63.3,5,6.7,6.7,33.3
29803,290861,53115,MBG0095,BU19780304,2020JJ00,Molenlanden                             ,Buurt     ,6.2,64.6,55.4,18.5,20,58.5,90.8,13.8,10.8,32.3,29.2,6.2,27.7,49.2,7.7,46.2,13.8,27.7,95.4,58.5,60,6.2,6.2,6.2,30.8
29804,290864,53115,MBG0095,BU19780305,2020JJ00,Molenlanden                             ,Buurt     ,9.4,71.9,62.5,21.9,21.9,65.6,93.8,15.6,15.6,34.4,31.2,6.2,31.2,53.1,9.4,53.1,15.6,31.2,100,65.6,64.1,6.2,9.4,6.2,37.5
29805,290867,53115,MBG0095,BU19780307,2020JJ00,Molenlanden                             ,Buurt     ,7.5,70,57.5,20,20,65,95,17.5,15,35,30,7.5,27.5,55,10,45,12.5,25,97.5,65,62.5,7.5,7.5,7.5,32.5
29806,290870,53115,MBG0095,BU19780308,2020JJ00,Molenlanden                             ,Buurt     ,6.7,63.3,58.3,20,20.9,56.7,91.7,15,13.3,33.3,30,6.7,30,46.7,8.3,46.7,11.7,26.7,95.9,58.3,58.3,6.7,6.7,6.7,31.7
29807,290873,53115,MBG0095,BU19780309,2020JJ00,Molenlanden                             ,Buurt     ,7.9,63.2,65.8,23.7,26.3,60.5,94.7,15.8,13.2,36.8,34.2,7.9,31.6,52.6,10.5,50,15.8,31.6,97.4,63.2,55.3,7.9,7.9,7.9,36.8
29808,290876,53115,MBG0095,WK197804  ,2020JJ00,Molenlanden                             ,Wijk      ,2.6,51.5,50.6,15,16.6,44.9,84.9,9.6,7.1,25.9,23.3,3.1,22,41.9,5.3,39.1,7.9,21.6,88.2,50.8,53.3,3.1,3.7,4,24.6
29809,290879,53115,MBG0095,BU19780401,2020JJ00,Molenlanden                             ,Buurt     ,4.1,59,52.3,15.9,15.9,46.7,91.3,12.8,10.3,28.7,25.1,3.6,24.1,41,5.6,40,8.2,21.5,93.3,57.9,62.6,3.6,5.1,4.6,26.2
29810,290882,53115,MBG0095,BU19780402,2020JJ00,Molenlanden                             ,Buurt     ,2.7,51,52.2,16.5,17.9,45.7,84.6,9.8,7.2,27.2,24.8,3.6,23.5,43.7,6.1,40.5,9,23.4,87.7,51.6,54.3,3.7,4.1,4.7,25.4
29811,290885,53115,MBG0095,BU19780403,2020JJ00,Molenlanden                             ,Buurt     ,4.5,58.1,54.8,16.8,19.4,49.7,89.7,12.9,10.3,29.7,27.1,4.5,25.8,44.5,6.5,44.5,9.7,23.9,92.9,57.4,61.3,4.5,5.8,5.2,29
29812,290888,53115,MBG0095,BU19780404,2020JJ00,Molenlanden                             ,Buurt     ,3.7,54.3,55.1,18.4,19.5,47.9,88,11.6,9,29.2,26.6,4.1,24.7,45.7,6.4,42.3,9.7,24,90.6,53.2,54.3,4.5,4.9,5.2,28.1
29813,290891,53115,MBG0095,BU19780405,2020JJ00,Molenlanden                             ,Buurt     ,5.6,62.5,50.7,14.6,18.1,49.3,89.6,13.9,11.1,27.1,24.3,4.2,22.9,44.8,6.6,43.8,9,25,94.4,58.3,59,4.2,5.6,4.9,29.2
29814,290894,53115,MBG0095,BU19780406,2020JJ00,Molenlanden                             ,Buurt     ,5.4,61.3,53.2,16.2,19.8,55,88.3,13.5,10.8,28.8,26.1,5.4,25.2,47.7,8.1,47.7,10.8,26.1,93.7,56.8,55.9,5.4,5.4,6.3,31.5
29815,290897,53115,MBG0095,BU19780407,2020JJ00,Molenlanden                             ,Buurt     ,4.8,66.7,71.4,28.6,28.6,61.9,95.2,19,19,42.9,42.9,9.5,38.1,57.1,14.3,57.1,19,38.1,100,71.4,66.7,9.5,14.3,14.3,42.9
29816,290900,53115,MBG0095,BU19780408,2020JJ00,Molenlanden                             ,Buurt     ,5,61.1,50.6,15.6,19.2,50,89.4,13.3,10.6,26.7,24.4,3.9,23.3,45,6.7,41.7,9.4,23.9,93.6,55.6,57.2,4.4,4.4,4.4,27.2
29817,290903,53115,MBG0095,BU19780409,2020JJ00,Molenlanden                             ,Buurt     ,6.1,59.2,65.3,26.5,26.5,55.1,91.8,16.3,14.3,36.7,34.7,8.2,32.7,53.1,10.2,49,14.3,30.6,93.9,61.2,62.3,8.2,8.2,10.2,34.7
29818,290906,53115,MBG0095,BU19780410,2020JJ00,Molenlanden                             ,Buurt     ,6.7,55.6,68.9,28.9,26.7,57.8,91.1,15.6,13.3,44.4,44.4,11.1,42.2,55.6,11.1,53.3,15.6,31.1,91.1,60,55.6,8.9,11.1,13.3,40
29819,290909,53115,MBG0095,WK197805  ,2020JJ00,Molenlanden                             ,Wijk      ,3.4,56.4,50.5,14.7,17.5,47.5,86.2,10.4,8,27,24.4,3.7,23.1,43.9,6,40.6,8.6,22.7,90.1,51.8,52.5,3.9,4.3,4.5,25.8
29820,290912,53115,MBG0095,BU19780501,2020JJ00,Molenlanden                             ,Buurt     ,4.1,60,53.8,15.8,16.4,50.3,90.1,11.1,9.9,29.8,26.3,4.1,25.1,43.3,5.8,40.4,8.8,21.6,93,56.7,55.6,4.4,5.8,4.7,27.5
29821,290915,53115,MBG0095,BU19780502,2020JJ00,Molenlanden                             ,Buurt     ,3.9,56.8,51.7,16.2,20.4,47.1,86.5,11.6,8.4,28.2,26.1,4.2,24.6,47.4,7.5,43.5,9.9,25.5,90.1,52,54.7,4.8,4.8,5.7,27.3
29822,290918,53115,MBG0095,BU19780503,2020JJ00,Molenlanden                             ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
29823,290921,53115,MBG0095,BU19780504,2020JJ00,Molenlanden                             ,Buurt     ,9.7,74.2,58.1,19.4,22.6,71,90.3,16.1,14.6,32.3,32.3,6.5,29,51.6,9.7,48.4,12.9,29,100,64.5,58.1,6.5,9.7,9.7,35.5
29824,290924,53115,MBG0095,WK197806  ,2020JJ00,Molenlanden                             ,Wijk      ,2.5,51,51.3,15.7,18.1,45.4,84,9.2,6.8,26.6,24.2,3.7,22.8,44.1,6.1,41.2,9.2,24,87.8,51.4,52.9,3.7,4,4.8,26
29825,290927,53115,MBG0095,BU19780601,2020JJ00,Molenlanden                             ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
29826,290930,53115,MBG0095,BU19780602,2020JJ00,Molenlanden                             ,Buurt     ,6.2,72,75,31.2,31.2,62.5,100,18.8,18.8,43.8,37.5,12.5,37.5,56.2,12.5,56.2,18.8,31.2,100,75,75,12.5,12.5,12.5,37.5
29827,290933,53115,MBG0095,BU19780603,2020JJ00,Molenlanden                             ,Buurt     ,4.6,58.7,56.9,19.7,20.7,48.6,90.8,14.7,11,31.2,28.4,5.5,26.6,46.8,7.3,45.9,11,26.2,93.6,58.7,61.5,5.5,6.4,6.4,31.2
29828,290936,53115,MBG0095,BU19780604,2020JJ00,Molenlanden                             ,Buurt     ,2.5,50.7,52.1,16.3,19,45.6,83.9,9.1,6.8,27.3,25,3.9,23.6,45.4,6.5,42.3,9.8,25.2,87.3,51.5,53.3,3.9,4.2,5.1,26.6
29829,290939,53115,MBG0095,BU19780605,2020JJ00,Molenlanden                             ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
29830,290942,53115,MBG0095,BU19780607,2020JJ00,Molenlanden                             ,Buurt     ,4.8,61.5,54.8,17.3,18.3,51.9,90.4,13.5,11.5,30.8,26.9,4.8,26,45.2,6.7,43.3,9.6,24,95.2,59.6,62.5,4.8,5.8,5.8,28.8
29831,290945,53115,MBG0095,BU19780608,2020JJ00,Molenlanden                             ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
29832,290948,53115,MBG0095,BU19780609,2020JJ00,Molenlanden                             ,Buurt     ,4.7,62.5,53.1,14.8,18,53.9,89.8,12.5,10.2,25.8,24.2,3.9,22.7,45.3,6.2,42.2,9.4,23.4,95.3,57.4,53.1,4.7,4.7,4.7,28.1
29833,290951,53115,MBG0095,BU19780610,2020JJ00,Molenlanden                             ,Buurt     ,5.9,67.6,64.7,23.5,23.5,57.4,97.1,17.6,14.7,38.2,35.3,8.8,32.4,52.9,8.8,52.9,14.7,29.4,97.1,67.6,67.6,8.8,8.8,11.8,35.3
29834,290954,53115,MBG0095,WK197807  ,2020JJ00,Molenlanden                             ,Wijk      ,2.8,51.6,53.6,16.7,18.9,46.2,85.1,9.7,7.6,28.5,25.7,3.8,24.3,44.5,6,41.4,8.5,23.1,87.7,50.6,52.1,3.9,4.2,4.6,26.4
29835,290957,53115,MBG0095,BU19780701,2020JJ00,Molenlanden                             ,Buurt     ,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
29836,290960,53115,MBG0095,BU19780702,2020JJ00,Molenlanden                             ,Buurt     ,3,51.6,55,17.9,21.2,46.3,85.3,10.4,7.9,29.8,26.8,4.4,25.4,47,6.8,43.2,9.6,25.1,87.7,51,53.9,4.4,4.7,5.3,27.5
29837,290963,53115,MBG0095,BU19780703,2020JJ00,Molenlanden                             ,Buurt     ,9.5,66.7,71.4,28.6,23.8,66.7,95.2,19,19,52.4,47.6,14.3,47.6,57.1,14.3,61.9,19,33.3,95.2,71.4,66.7,14.3,14.3,14.3,42.9
29838,290966,53115,MBG0095,BU19780704,2020JJ00,Molenlanden                             ,Buurt     ,5.8,59.6,65.4,26.9,23.1,55.8,92.3,15.4,13.5,38.5,34.6,7.7,34.6,50,7.7,48.1,11.5,26.9,94.2,61.5,61.5,7.7,7.7,9.6,32.7
29839,290969,53115,MBG0095,BU19780705,2020JJ00,Molenlanden                             ,Buurt     ,4.7,58.1,54.7,16.9,19.2,51.7,87.8,12.2,10.5,29.1,26.7,4.1,25,44.2,6.4,42.2,8.7,23.6,91.9,55.2,52.9,4.7,5.2,5.2,29.4
29840,290972,53115,MBG0095,BU19780706,2020JJ00,Molenlanden                             ,Buurt     ,5.3,63.2,59.6,21.1,24.6,50.9,93,15.8,12.3,35.1,29.8,7,29.8,52.6,8.8,49.1,12.3,28.1,94.7,61.4,61.4,7,8.8,7,33.3
29841,290975,53115,MBG0095,WK197808  ,2020JJ00,Molenlanden                             ,Wijk      ,2.7,52.8,51.7,15.9,17.1,46.4,85.6,9.4,7.1,27,24.2,3.7,22.8,44,5.5,40.9,8.3,22.6,88.3,52.3,55.3,3.8,4,4.6,25.7
29842,290978,53115,MBG0095,BU19780801,2020JJ00,Molenlanden                             ,Buurt     ,5.7,71.4,57.1,20,25.7,54.3,97.1,17.1,14.3,34.3,31.4,5.7,28.6,51.4,8.6,51.4,14.3,28.6,100,65.7,71.4,5.7,5.7,5.7,37.1
29843,290981,53115,MBG0095,BU19780802,2020JJ00,Molenlanden                             ,Buurt     ,2.8,52.6,52.5,16.4,17.6,47.2,85.4,9.5,7,27.5,24.8,4,23.3,44.8,5.7,41.7,8.7,23.4,87.9,52.7,55.3,4,4.2,4.9,26.2
29844,290984,53115,MBG0095,BU19780803,2020JJ00,Molenlanden                             ,Buurt     ,5.7,62.3,62.3,20.8,22.6,56.6,90.6,15.1,13.2,35.8,34,5.7,32.1,50.9,9.4,49.1,11.3,28.3,96.2,62.3,60.4,5.7,7.5,7.5,34
