underweight,overweight,severe_overweight,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,weekly_athletes,visual_restriction,motor_restriction,socially_lonely,normal_weight,complies_with_alcohol_directive,severely_restricted-due_to_health,comply_with_exercise_guideline,high-risk_anxiety_depression,hearing_restriction,big_small,smoker_p
2.0,49.1,14.4,84.3,8.5,6.5,27.0,24.3,22.8,47.8,42.4,9.4,24.9,84.8,55.8,3.6,4.2,26.1,49.8,37.9,3.4,50.5,5.9,3.0,0,16.9
1.9,49.3,14.3,84.9,10.2,7.2,27.0,24.3,22.7,49.1,41.9,8.6,24.7,84.4,56.1,3.6,4.4,25.5,49.5,35.6,3.6,48.8,6.0,3.0,0,18.5
2.5,43.5,11.1,84.8,11.0,8.2,20.7,17.7,16.5,41.9,36.7,5.0,16.7,90.4,46.8,2.3,1.8,25.1,54.7,35.7,1.7,51.4,3.1,1.7,0,13.1
2.2,53.4,18.3,80.7,8.0,5.0,28.8,26.3,24.4,53.5,52.7,15.0,35.7,79.6,51.6,5.1,6.8,33.0,43.8,44.8,4.3,46.3,10.2,3.7,0,25.9
2.6,59.0,24.5,71.1,7.6,5.5,35.8,34.7,33.9,58.2,56.8,17.8,39.2,72.6,41.3,8.2,13.6,38.0,37.6,53.9,7.4,45.2,12.3,5.1,0,27.0
2.1,56.7,18.6,80.8,7.2,5.5,29.7,27.0,25.4,47.5,45.7,11.5,28.1,80.5,51.9,5.5,7.3,29.5,41.7,45.5,4.5,46.9,7.7,3.2,0,21.0
2.0,59.0,21.2,78.0,7.1,5.2,33.0,31.7,29.1,52.0,51.1,14.0,32.6,75.7,44.0,6.6,10.3,33.5,39.2,47.6,5.4,46.7,9.7,4.4,0,26.0
2.0,59.4,21.7,75.4,7.2,5.1,33.6,31.0,29.1,50.9,51.4,14.6,33.1,76.5,44.3,6.7,10.3,33.8,38.4,49.4,5.8,43.5,9.2,4.5,0,24.3
2.5,58.3,22.5,70.1,6.7,4.4,33.5,33.3,30.2,56.6,58.5,18.3,39.1,72.5,41.7,8.5,13.1,39.1,39.2,53.9,6.5,45.8,12.4,5.5,0,28.3
1.9,58.2,19.4,80.3,7.7,5.1,29.0,25.7,24.6,49.1,49.6,12.9,31.9,80.8,48.6,4.0,5.5,31.0,40.2,43.9,3.8,46.6,7.8,3.5,0,22.3
2.2,58.6,21.2,76.5,7.4,4.9,31.1,29.5,28.0,53.5,54.4,16.4,36.6,76.8,46.3,6.1,8.5,35.5,40.1,47.8,5.1,45.4,10.6,4.8,0,25.6
2.2,58.3,21.9,72.2,6.8,4.4,32.1,30.2,28.9,54.2,55.6,17.5,37.4,75.5,43.8,6.6,9.8,37.5,38.9,51.6,5.7,45.7,11.5,5.5,0,25.1
2.1,58.0,21.1,74.7,7.0,4.7,31.6,29.3,27.9,50.9,52.7,14.9,33.9,77.3,46.5,6.3,8.8,35.4,39.4,50.3,5.2,45.0,9.7,4.7,0,23.1
1.8,58.2,18.2,75.0,6.4,4.6,29.4,26.3,24.3,46.2,46.5,12.1,28.1,80.2,51.2,5.8,7.8,31.0,41.6,50.3,4.1,45.1,7.4,3.7,0,17.4
2.2,61.2,22.8,69.9,6.3,4.0,31.4,29.9,27.9,53.3,55.2,16.2,35.5,75.4,42.8,7.8,10.9,37.0,38.2,55.0,5.7,45.8,11.2,5.3,0,26.4
2.1,60.9,22.5,73.6,7.0,4.6,32.8,31.0,28.8,52.4,52.9,15.7,34.3,75.6,43.1,7.2,10.5,35.5,37.7,51.4,5.6,44.7,10.7,4.7,0,26.5
2.5,59.8,24.0,70.4,6.1,3.9,31.1,30.5,28.4,54.7,55.6,17.3,36.8,75.1,42.0,7.5,10.8,37.7,37.6,55.4,5.4,44.9,11.3,5.0,0,26.1
2.1,61.2,24.5,71.0,7.4,5.4,37.7,38.3,35.7,57.1,58.4,19.5,38.9,70.1,40.2,9.4,13.6,40.6,39.8,52.0,7.8,44.0,13.1,5.5,0,28.6
2.2,61.0,22.7,66.9,6.7,3.9,32.4,31.7,29.3,55.4,60.0,19.1,40.0,72.6,40.6,9.6,12.7,40.7,37.4,58.2,6.4,44.1,12.2,5.8,0,27.0
2.2,60.2,21.9,71.1,6.5,4.1,32.5,32.4,29.3,56.0,58.1,18.8,39.2,74.2,42.7,8.0,11.9,39.2,39.0,53.9,6.3,45.5,12.4,5.4,0,28.5
2.2,61.3,23.6,67.9,6.7,4.5,36.8,37.0,33.9,58.3,61.9,21.0,42.7,69.4,39.2,9.7,15.2,42.4,36.8,56.4,8.1,44.4,14.3,6.4,0,28.9
2.4,60.8,23.2,66.2,6.4,4.0,32.0,32.0,29.3,55.3,56.8,17.0,36.5,73.6,38.7,8.8,13.4,38.1,37.0,56.7,6.1,45.9,11.4,5.3,0,25.9
1.9,57.3,17.7,82.7,6.7,4.9,27.1,24.2,21.6,44.7,43.4,9.3,25.7,83.5,49.6,4.1,5.2,27.8,41.6,44.5,2.9,48.4,6.3,2.7,0,18.6
2.6,60.1,23.1,70.1,7.1,4.8,35.3,35.8,32.2,59.9,63.4,22.2,44.6,70.0,40.5,9.1,14.0,43.2,38.1,52.8,7.5,46.1,14.5,6.5,0,31.9
2.4,62.7,22.9,68.9,6.1,4.2,32.5,31.0,28.8,52.5,54.6,16.0,34.3,75.4,39.7,8.0,12.3,37.0,35.7,55.5,5.8,45.4,10.6,5.3,0,24.8
1.9,58.8,18.4,80.4,6.7,4.8,27.1,24.6,22.0,45.9,44.4,10.2,26.3,83.1,50.4,4.7,5.8,28.3,40.4,45.8,2.9,48.1,6.6,2.7,0,19.0
2.1,62.8,24.2,73.9,6.5,4.7,33.8,32.2,29.6,51.7,52.2,14.5,33.1,75.2,40.6,7.7,12.3,34.4,36.2,52.1,5.5,44.7,9.6,4.2,0,25.3
1.8,54.9,16.2,83.8,7.3,4.9,25.3,22.2,20.1,43.0,40.8,8.6,23.7,85.6,54.9,3.5,4.1,25.3,42.4,42.6,2.5,48.4,5.2,2.3,0,17.8
2.0,63.0,25.5,68.0,7.1,5.1,41.4,40.7,38.6,58.1,59.7,20.6,40.5,66.7,36.4,10.5,17.5,42.1,35.3,55.9,9.2,40.5,13.6,6.2,0,29.6
2.0,58.7,19.7,77.9,6.8,4.7,30.8,28.3,25.9,47.5,47.6,12.2,29.3,79.8,47.2,5.7,8.2,31.4,39.6,48.5,4.1,45.6,8.1,3.8,0,20.1
1.7,56.4,17.2,84.4,6.7,5.0,27.7,24.8,22.3,43.1,41.8,8.9,24.2,84.1,51.7,3.6,4.5,26.8,42.4,43.9,2.9,46.5,5.7,2.6,0,16.1
1.7,58.0,17.9,83.1,6.8,5.4,30.3,26.4,23.8,42.1,41.0,8.4,22.6,83.2,51.4,3.9,4.8,27.1,41.4,43.9,3.0,46.5,5.5,2.7,0,15.1
1.4,61.5,20.3,80.7,7.3,6.5,34.2,29.8,28.2,42.9,45.6,10.3,25.9,79.2,47.6,4.7,7.0,30.5,37.1,44.9,3.9,44.6,6.0,3.1,0,18.5
2.3,57.8,19.7,72.9,7.2,4.8,33.2,31.8,30.3,53.8,56.5,17.8,35.7,73.5,46.3,6.2,8.0,39.1,39.2,56.8,8.7,48.4,10.7,4.5,0,25.8
1.6,54.4,15.8,84.8,6.2,3.8,21.9,18.6,17.2,42.3,38.8,7.9,22.6,88.1,55.5,2.6,2.9,22.9,44.2,42.1,1.9,48.9,5.6,2.6,0,15.0
1.7,50.4,14.0,84.4,5.8,3.3,20.3,16.6,15.2,41.3,37.3,7.2,21.5,89.3,60.1,2.4,2.6,21.3,47.7,43.3,1.6,48.7,5.1,1.9,0,13.9
2.0,58.6,21.6,76.2,6.7,4.8,33.4,30.4,28.8,50.9,51.1,14.3,32.5,76.6,45.3,6.6,9.6,34.0,39.2,50.5,5.3,44.6,9.2,4.4,0,22.6
1.6,55.7,18.4,82.9,6.7,4.8,28.7,25.1,23.5,43.2,41.0,8.8,23.4,83.6,52.6,3.7,4.8,25.9,41.8,45.0,3.0,48.2,5.4,2.8,0,16.1
2.2,62.9,22.3,73.1,6.5,4.5,31.5,29.5,27.7,51.9,52.8,15.3,33.9,76.5,40.0,7.0,10.0,35.5,36.3,52.2,5.2,45.8,10.0,4.8,0,25.2
2.1,64.0,24.3,70.9,6.4,4.7,34.8,33.0,30.5,54.5,56.4,17.4,36.9,73.1,37.0,8.5,13.0,38.6,35.4,53.9,6.6,45.8,11.4,5.2,0,27.3
2.2,60.8,23.6,72.0,6.4,4.6,32.5,30.9,28.5,52.8,53.6,16.0,34.1,74.7,40.8,8.0,11.9,36.0,37.6,52.7,5.7,46.5,10.8,5.0,0,25.8
2.3,61.3,25.0,67.2,6.6,4.4,36.8,35.5,33.6,57.5,61.2,21.0,42.4,69.6,36.6,10.1,15.6,42.6,36.7,56.7,7.9,42.8,13.4,6.5,0,29.2
2.2,61.1,22.4,70.4,6.3,4.1,32.2,29.8,27.9,53.5,55.7,16.8,36.4,75.3,39.3,7.9,11.2,37.4,37.1,54.7,5.7,44.1,10.9,5.2,0,26.1
1.9,60.7,21.7,77.2,6.4,4.4,30.9,27.8,26.0,48.6,49.5,13.7,31.4,78.9,44.7,5.5,7.8,32.9,37.6,48.7,4.5,44.8,8.6,4.3,0,21.9
2.1,60.6,21.8,76.9,6.6,4.4,31.2,28.1,26.4,49.4,49.9,13.5,31.5,78.7,44.9,6.2,8.5,33.0,37.7,49.5,4.7,45.0,8.8,4.2,0,22.6
2.2,57.6,17.9,82.4,7.2,5.2,28.0,23.9,22.0,44.9,43.7,9.8,25.5,83.3,50.4,4.2,5.4,28.3,40.8,44.5,3.1,47.7,6.3,2.7,0,18.9
1.9,57.5,18.0,79.4,6.9,4.5,26.6,22.7,21.1,45.3,45.9,10.8,27.8,83.5,47.8,4.3,5.2,29.9,40.7,47.0,3.1,46.8,6.6,3.0,0,19.3
1.9,57.5,17.9,80.0,6.3,4.4,26.7,23.0,21.0,46.3,44.2,10.4,27.0,83.2,48.3,4.4,5.6,27.8,41.0,45.9,3.2,47.8,6.8,3.1,0,19.8
1.9,60.0,19.1,80.6,6.8,5.3,28.4,24.4,22.7,44.8,44.5,9.9,26.6,82.7,46.2,4.7,6.0,28.6,38.6,45.7,3.4,45.7,6.7,3.4,0,20.0
2.2,59.0,19.7,79.2,7.2,4.9,29.9,27.1,25.4,49.9,48.5,13.0,30.8,79.8,48.2,5.2,7.7,31.3,38.5,45.9,4.7,45.3,9.1,4.1,0,23.7
1.9,56.8,18.3,82.4,7.1,4.7,26.7,22.8,21.4,47.0,43.9,10.2,27.2,83.5,49.1,3.9,5.3,27.7,41.3,43.8,3.3,47.5,7.1,3.0,0,21.0
2.0,58.6,21.4,76.9,7.3,4.9,31.1,28.2,26.5,51.7,51.2,14.4,33.3,77.7,45.2,5.9,9.0,34.0,39.2,47.2,4.8,45.1,9.5,4.2,0,25.1
2.0,57.7,18.8,79.9,7.0,4.7,27.9,24.7,22.9,47.5,47.2,11.9,29.4,81.7,48.3,4.7,6.1,30.7,40.2,45.8,3.6,46.6,7.7,3.5,0,21.5
2.3,59.4,21.9,71.3,6.3,3.8,29.0,26.2,24.2,50.8,53.2,14.7,33.7,78.4,42.7,6.8,9.5,35.2,38.3,53.6,4.3,45.4,9.6,4.5,0,24.6
2.0,61.1,23.0,73.8,6.7,4.3,31.1,28.2,26.1,51.1,51.0,13.6,31.7,77.3,40.6,6.4,9.6,33.8,37.0,50.3,5.1,45.3,9.6,5.0,0,25.9
1.7,50.9,12.9,86.6,6.3,4.6,22.9,18.7,17.5,37.0,34.5,5.6,18.0,88.7,60.3,2.4,2.5,20.3,48.5,41.6,1.6,50.4,3.4,1.8,0,10.9
2.0,53.7,15.9,84.6,6.9,4.6,25.7,22.1,20.2,43.0,41.7,8.3,23.8,85.4,55.6,3.3,3.9,26.1,45.2,42.8,2.5,47.6,5.2,2.4,0,15.6
2.0,61.9,24.6,72.2,6.8,4.8,37.5,35.6,33.3,54.4,55.2,16.8,36.2,71.9,38.9,7.6,12.8,38.0,36.3,53.7,7.4,43.8,12.0,5.7,0,27.5
1.9,55.3,16.6,83.8,7.0,4.9,26.8,23.0,21.2,43.2,41.2,8.5,23.3,84.8,53.1,3.7,4.2,26.4,43.4,43.2,2.6,46.9,5.5,2.5,0,16.4
1.9,55.0,16.5,84.5,6.7,4.5,26.2,22.9,21.1,43.3,42.2,8.9,24.0,84.5,53.9,3.6,4.2,26.8,44.0,42.1,2.8,46.2,5.5,2.8,0,16.9
1.5,60.0,19.8,83.1,6.8,6.2,34.1,29.8,26.9,42.0,41.5,8.8,23.0,81.2,47.6,4.4,6.9,27.7,38.8,44.1,3.7,45.1,5.2,2.9,0,16.2
1.7,51.5,13.1,86.2,7.3,5.1,23.0,19.9,18.0,37.7,36.3,7.0,19.5,88.0,57.8,2.8,2.4,22.4,46.1,43.3,1.8,50.9,3.6,1.9,0,12.0
3.2,43.0,11.4,84.7,9.6,4.3,17.9,15.2,14.0,40.7,36.7,6.1,18.5,90.0,55.1,2.4,1.7,22.6,52.7,43.5,1.4,51.9,3.8,1.9,0,12.0
1.8,52.9,16.4,85.3,9.7,7.8,26.4,23.6,22.6,43.9,40.2,8.6,23.0,84.5,52.8,3.6,3.8,25.8,45.5,36.1,3.1,46.3,5.2,3.0,0,18.9
1.9,52.7,15.9,84.9,8.2,6.0,26.5,23.0,21.9,44.1,40.2,8.6,22.8,84.8,53.8,3.3,3.9,24.9,45.4,37.3,3.1,47.1,5.8,2.8,0,17.5
1.8,55.8,17.9,83.2,8.4,7.6,28.7,25.4,24.4,44.4,41.9,9.9,24.1,82.4,49.1,4.4,5.2,27.4,42.7,39.0,3.5,47.2,6.2,3.2,0,19.8
1.8,47.5,12.9,87.2,8.0,6.4,26.1,24.4,22.7,40.6,39.1,6.6,19.0,86.7,49.9,2.9,3.1,25.8,50.6,37.3,2.3,46.9,4.5,2.6,0,13.5
1.9,49.6,15.6,83.8,8.9,7.2,27.5,25.3,23.6,44.6,42.9,9.8,25.4,83.2,46.7,4.0,4.4,27.8,46.7,39.0,3.5,46.2,6.5,3.0,0,18.7
1.8,55.0,18.1,83.4,8.6,6.4,28.8,25.9,24.6,44.5,42.1,9.1,24.7,82.4,45.8,4.2,5.0,27.1,42.1,39.3,3.5,46.0,5.9,3.2,0,20.0
1.6,50.4,13.8,82.0,7.7,5.5,24.5,23.0,20.8,39.6,39.2,7.9,22.5,86.0,46.3,3.3,3.4,25.0,46.8,42.3,2.6,47.9,4.3,2.6,0,15.6
1.9,54.3,18.1,83.3,8.3,5.7,27.9,25.4,23.5,45.2,42.1,9.2,23.9,82.4,46.1,3.9,4.8,27.6,42.9,40.7,3.3,44.7,6.0,3.2,0,19.3
2.0,49.1,13.9,86.3,8.5,5.8,24.0,21.7,19.6,39.9,38.4,6.7,19.2,87.0,49.9,3.5,2.8,24.5,48.2,40.7,2.1,45.1,4.3,2.4,0,13.8
2.1,52.7,16.1,84.4,7.9,5.2,26.4,23.3,21.6,44.3,42.1,9.3,25.0,84.1,51.9,3.5,4.2,26.3,45.0,42.2,3.0,47.9,5.6,3.1,0,16.5
1.8,54.7,17.7,83.8,7.5,5.4,27.6,24.3,22.4,44.3,41.5,9.3,24.1,83.3,49.1,3.7,4.8,25.9,43.9,42.3,3.3,47.2,5.8,3.3,0,17.8
1.6,50.4,15.0,86.4,7.6,4.6,22.7,19.0,18.2,43.4,37.8,7.7,21.8,87.2,54.3,2.3,2.6,23.1,47.5,40.1,2.0,47.9,5.1,2.6,0,16.7
2.0,51.7,14.5,87.0,8.8,5.8,23.4,19.7,18.6,39.8,37.2,6.7,20.6,87.5,54.7,3.0,2.6,23.6,46.3,39.7,1.9,49.2,3.9,2.4,0,15.2
2.2,51.6,14.3,84.4,8.1,5.3,23.2,20.1,18.4,40.4,37.7,6.5,19.3,86.3,47.3,3.1,2.9,24.3,46.5,42.7,2.9,45.3,4.0,2.4,0,14.9
1.5,58.8,19.2,82.4,8.5,7.4,32.8,30.0,28.2,45.6,45.6,10.2,24.7,79.1,41.6,4.2,6.7,30.8,40.2,42.4,4.7,41.3,6.3,3.8,0,22.6
2.0,50.5,13.7,85.3,9.5,6.6,25.3,21.9,20.3,41.1,38.8,6.6,20.3,85.9,50.7,3.0,3.6,23.8,47.7,39.1,2.9,48.1,4.2,3.0,0,16.2
1.6,56.8,17.0,83.8,6.4,4.8,28.0,24.3,22.8,43.1,41.6,9.3,23.3,83.4,52.9,3.6,4.8,26.8,42.1,42.8,3.1,47.3,5.6,2.7,0,16.9
2.0,43.7,11.1,88.6,7.9,5.1,21.9,18.7,17.5,37.2,43.6,6.6,18.5,88.9,61.4,2.7,2.1,24.0,54.7,36.1,1.7,47.1,3.7,1.7,0,12.6
2.5,41.8,9.0,88.7,8.5,5.7,19.6,15.6,14.3,37.8,35.8,5.7,17.8,90.9,63.4,2.2,1.4,22.9,56.0,40.1,1.4,51.1,3.2,1.7,0,11.1
2.1,47.4,14.1,85.3,9.1,6.8,26.0,23.2,20.8,46.7,43.6,10.0,26.8,85.8,56.7,4.0,4.2,27.2,50.4,35.8,3.5,56.4,6.1,3.1,0,18.3
2.0,48.6,14.7,85.8,9.9,7.4,27.4,22.8,21.1,45.6,42.9,9.3,25.8,85.9,56.6,3.7,4.2,26.5,48.8,35.5,3.4,56.0,5.6,3.0,0,18.9
2.2,48.9,14.3,82.4,9.0,6.7,27.9,23.8,22.0,48.0,44.9,10.9,28.5,84.4,56.0,4.5,5.2,28.3,49.6,38.1,3.9,55.8,6.9,3.7,0,19.1
2.4,44.8,12.2,89.9,12.3,9.6,22.7,18.5,18.1,41.2,39.3,7.2,21.0,89.3,59.3,2.8,2.2,23.8,53.5,30.3,2.1,58.2,4.0,2.1,0,18.0
2.2,45.6,14.0,87.0,10.2,7.5,24.3,20.1,17.9,47.9,47.7,11.6,31.0,85.5,57.9,3.8,3.6,29.5,51.9,34.2,3.3,55.7,6.6,2.8,0,21.0
2.3,40.7,9.3,90.9,10.5,8.9,21.4,15.5,14.1,39.8,39.1,7.7,22.9,89.8,69.6,2.8,2.1,24.1,56.3,28.5,2.0,58.6,4.1,1.4,0,15.3
2.2,47.2,13.9,84.9,9.3,7.3,28.2,24.0,22.9,47.3,45.5,11.0,28.5,84.5,56.7,4.2,4.7,28.9,50.9,36.9,3.8,55.4,6.5,3.0,0,20.6
1.6,43.2,8.8,92.4,9.0,8.1,22.0,16.5,15.2,38.3,32.8,5.2,17.7,91.3,65.0,2.2,1.6,20.2,54.8,27.2,1.7,51.4,3.0,1.4,0,12.6
2.0,46.2,13.8,88.6,11.4,9.7,26.1,21.8,20.8,42.9,42.7,8.6,24.3,87.0,55.0,3.5,3.2,27.4,52.8,30.7,3.3,53.2,5.0,2.6,0,20.6
2.0,47.9,14.2,85.3,9.7,6.8,26.8,23.9,22.1,46.8,43.4,10.1,27.1,85.2,57.7,3.9,4.6,27.1,49.6,35.7,3.6,56.3,6.2,3.2,0,20.2
2.1,43.2,9.7,91.5,11.6,8.8,22.7,20.0,18.9,41.5,35.8,5.8,18.5,89.9,60.5,2.8,2.4,23.1,54.7,29.5,2.1,58.6,4.1,1.9,0,15.3
2.1,47.6,13.2,87.8,11.4,8.3,24.3,22.5,20.9,44.6,39.3,7.7,22.9,86.3,57.3,3.2,3.5,25.3,50.6,30.7,3.2,58.2,5.0,2.8,0,19.7
2.4,41.3,10.3,89.6,11.3,9.2,22.7,18.8,17.5,42.3,37.9,7.6,21.8,89.1,63.5,3.0,2.3,24.0,56.3,28.4,2.3,57.5,4.5,2.2,0,16.4
2.2,45.0,11.5,88.7,11.2,9.4,24.4,20.6,18.9,42.5,42.2,8.3,24.1,88.0,58.2,3.4,2.8,26.6,52.9,30.8,2.8,55.8,5.0,2.6,0,18.9
2.3,34.8,7.4,91.8,8.4,6.0,21.7,18.2,16.7,46.4,44.1,8.8,26.6,90.1,67.8,2.2,1.6,23.9,62.5,28.5,1.8,58.9,4.7,1.4,0,12.1
1.8,39.5,9.4,87.9,7.0,4.6,21.6,18.8,17.1,44.8,41.4,7.6,24.0,89.6,64.2,2.2,2.2,23.2,58.6,35.5,2.1,54.5,4.5,1.7,0,11.9
1.6,54.3,17.8,85.2,9.5,8.1,32.0,35.5,30.8,48.9,47.3,11.9,29.0,81.9,51.9,3.8,6.5,28.9,45.4,38.1,4.7,57.3,7.5,4.3,0,22.4
2.4,34.9,7.1,90.4,7.5,5.8,22.8,17.7,16.2,42.0,39.6,6.7,22.0,90.7,70.7,2.2,1.6,22.3,62.0,32.7,1.7,60.3,3.8,1.3,0,10.1
2.1,38.2,8.9,88.2,6.8,5.6,23.9,19.1,17.6,43.3,41.7,7.5,23.3,89.4,66.3,2.6,2.1,24.4,59.1,38.0,1.9,58.6,4.0,1.5,0,10.5
2.3,44.4,13.5,81.0,8.7,6.5,28.9,26.5,24.8,55.4,54.7,13.9,36.7,82.1,53.1,4.5,5.7,33.5,53.2,43.1,4.4,53.1,8.4,3.8,0,19.4
2.1,42.1,11.0,84.9,7.6,6.0,26.9,22.8,21.3,46.2,44.6,9.1,26.3,86.3,60.6,3.5,3.9,27.1,55.5,39.8,3.1,55.7,5.4,2.5,0,13.2
2.1,49.0,16.3,75.5,7.7,5.4,30.7,28.9,26.4,54.7,52.7,14.0,34.2,80.1,46.8,5.5,7.3,33.3,47.9,46.8,5.0,52.3,9.5,5.0,0,21.1
2.0,46.2,12.1,83.5,8.0,6.3,28.2,24.9,23.4,46.4,44.1,9.5,26.4,84.5,57.8,3.9,4.7,27.4,51.5,41.6,3.5,55.2,6.1,2.8,0,14.1
2.4,41.7,10.1,86.1,8.0,6.1,26.7,22.8,21.4,45.5,43.6,9.1,25.8,86.4,61.9,3.1,3.5,26.0,55.9,38.5,3.0,56.2,5.6,2.3,0,13.1
2.2,48.0,12.1,84.8,8.3,6.7,29.0,24.9,23.4,44.4,42.9,10.0,25.7,84.9,58.6,3.9,4.3,27.3,51.2,37.8,3.3,55.5,5.9,2.7,0,13.7
2.3,41.6,10.2,86.4,7.5,5.9,25.5,21.1,19.9,44.2,43.0,8.6,25.2,87.8,62.3,3.2,2.9,25.2,56.0,38.7,2.4,56.5,4.9,2.1,0,12.0
1.1,41.5,8.8,86.2,7.9,5.4,21.1,17.3,16.0,35.8,33.9,4.7,16.6,86.8,59.1,2.0,1.5,19.6,51.0,28.9,1.2,48.6,2.4,1.0,0,11.0
0.8,39.0,7.8,84.2,7.8,5.2,19.0,15.8,14.8,35.5,32.0,3.5,14.8,85.6,54.8,1.2,0.8,18.2,50.2,27.5,1.0,46.5,1.8,0.8,0,10.5
0.0,35.0,5.7,81.3,4.9,2.4,14.6,13.0,11.4,32.5,30.1,2.4,13.8,83.7,50.4,0.0,0.0,15.4,47.2,26.0,0.0,40.7,0.8,0.0,0,9.8
1.6,47.3,12.8,81.9,7.7,5.2,24.8,22.0,20.5,42.8,40.4,8.0,23.2,84.0,53.7,2.9,3.3,24.5,47.9,35.5,2.6,49.4,5.0,2.4,0,15.5
1.1,37.0,2.2,80.4,6.5,4.3,21.7,19.6,18.5,33.7,28.3,3.3,13.0,78.3,43.5,2.2,1.1,18.5,43.5,29.3,2.2,43.5,2.2,1.1,0,7.6
1.0,44.3,11.4,82.5,8.3,6.1,22.9,19.5,17.9,39.6,36.0,5.0,17.6,82.7,51.2,1.6,1.6,20.9,45.9,28.7,1.8,46.3,3.1,1.4,0,13.6
1.2,40.6,9.9,84.1,8.5,6.5,23.1,20.8,18.9,34.4,35.6,4.2,16.3,83.1,45.7,1.4,2.1,22.4,48.7,29.1,1.6,45.8,2.5,1.4,0,14.3
0.6,40.5,9.1,83.7,6.1,3.3,19.0,15.7,14.6,37.7,33.3,4.4,16.8,85.1,55.6,1.1,0.8,19.3,47.7,30.0,0.8,47.7,2.8,0.6,0,10.7
0.0,40.0,5.7,75.7,2.9,2.9,20.0,18.6,17.1,30.0,31.4,2.9,12.9,75.7,34.3,0.0,0.0,17.1,35.7,25.7,0.0,37.1,0.0,0.0,0,8.6
1.0,39.0,8.9,85.3,7.8,5.3,20.1,17.1,15.5,37.6,36.1,5.6,18.5,85.1,56.4,1.5,1.5,20.6,51.4,29.5,1.4,45.5,2.7,1.2,0,13.1
1.1,46.7,12.8,83.2,8.5,5.8,24.0,20.9,19.3,41.1,39.2,7.5,22.1,83.0,51.4,2.5,2.9,23.7,46.4,33.0,2.4,46.2,4.1,2.0,0,16.2
0.0,37.5,7.4,83.5,5.7,4.0,16.7,13.6,11.9,30.7,30.1,2.8,13.6,85.2,50.0,1.1,0.0,15.9,47.2,23.9,0.0,40.6,1.1,0.0,0,9.7
0.8,41.2,9.7,82.2,6.6,4.8,20.9,18.1,16.8,38.9,35.6,5.3,18.3,83.5,52.4,2.0,2.0,21.1,47.6,32.4,1.5,44.8,3.1,1.0,0,13.5
0.5,37.3,7.0,82.6,6.5,4.5,16.4,13.4,11.9,32.8,31.8,3.0,13.9,84.1,47.3,1.0,0.5,18.4,47.8,27.9,0.5,42.8,1.0,0.5,0,9.0
1.3,45.4,12.3,83.3,8.3,6.2,23.3,21.2,19.6,40.6,39.0,6.4,20.7,83.6,52.3,2.3,2.6,23.3,47.5,32.3,2.1,46.9,3.7,2.0,0,15.2
0.0,31.7,2.4,80.5,4.9,0.0,12.2,9.8,7.3,26.8,24.4,0.0,9.8,78.0,46.3,0.0,0.0,10.9,39.0,14.6,0.0,34.1,0.0,0.0,0,4.9
0.0,47.7,10.7,84.0,6.6,5.3,26.3,21.8,20.6,33.7,34.6,4.5,16.0,78.6,44.4,1.2,2.1,21.4,39.9,25.9,2.1,43.6,1.6,1.2,0,13.2
0.0,34.6,3.8,81.7,4.8,2.9,16.3,18.3,15.4,27.9,27.9,1.9,11.5,84.6,38.5,0.0,1.0,15.4,46.2,26.9,0.0,40.4,1.9,0.0,0,9.6
0.4,37.5,6.5,83.2,5.8,4.7,19.8,15.9,14.7,34.1,33.2,3.9,15.1,82.8,47.8,0.9,0.4,19.4,48.7,26.7,0.4,44.0,1.7,0.9,0,9.9
0.8,39.9,8.3,85.9,6.8,4.7,18.8,15.8,14.5,38.0,33.0,4.7,16.9,86.6,55.9,1.3,1.1,18.6,49.9,29.4,0.9,45.6,2.3,0.9,0,10.9
0.9,41.6,8.9,87.1,7.6,5.6,20.1,16.6,15.2,36.5,32.5,4.2,16.2,86.4,58.4,1.5,1.1,18.9,48.7,27.0,0.9,46.0,2.3,0.9,0,10.8
1.0,42.1,9.5,84.7,7.8,5.7,20.7,18.0,16.4,38.5,36.1,5.4,18.4,85.1,52.3,1.8,2.0,21.5,48.9,30.7,1.3,46.1,2.7,1.4,0,12.7
1.0,40.6,8.6,85.1,6.5,5.3,20.6,16.5,15.3,35.5,32.9,3.6,14.7,85.9,50.2,1.2,1.0,18.7,48.1,29.3,0.7,45.8,1.9,1.0,0,9.6
1.4,46.8,13.1,82.3,7.4,5.3,24.9,22.2,20.6,44.4,40.4,8.0,23.1,83.3,51.7,2.8,3.5,24.5,47.3,35.9,2.7,47.4,5.0,2.4,0,15.3
1.1,46.0,12.4,82.9,8.2,5.7,24.2,21.5,20.1,42.4,38.8,6.9,21.8,82.3,53.1,2.5,3.2,23.2,46.3,32.4,2.5,45.1,4.6,2.0,0,16.1
0.0,27.5,5.0,75.0,2.5,0.0,10.0,7.5,7.5,27.5,22.5,0.0,5.0,80.0,32.5,0.0,0.0,12.5,40.0,22.5,0.0,35.0,0.0,0.0,0,2.5
1.3,49.7,15.5,77.5,5.9,3.5,25.8,23.5,21.3,50.4,49.5,12.4,32.5,76.7,48.5,3.5,4.6,29.6,39.9,40.1,3.0,42.5,8.0,2.4,0,22.6
