underweight,overweight,severe_overweight,drinker,heavy_drinker,severe_drinker,one_or_more_long-term_conditions,restricted_because_of_health,long-term_illnesses_and-limited,moderate_high-risk_anxiety_depression,lonely,very_serious_lonely,emotionally_lonely,experienced_health_good_very_good,weekly_athletes,visual_restriction,motor_restriction,socially_lonely,normal_weight,complies_with_alcohol_directive,severely_restricted-due_to_health,comply_with_exercise_guideline,high-risk_anxiety_depression,hearing_restriction,big_small,smoker_p
2.5,55.3,19.1,82.5,8.8,6.1,27.4,23.7,22.1,47.1,45.1,11.3,27.8,87.6,59.6,4.9,5.7,29.0,50.3,44.2,3.7,52.7,7.8,3.8,0,18.6
2.6,56.2,19.8,81.3,8.4,5.7,29.4,26.0,24.3,48.9,48.4,12.5,30.4,84.8,55.8,5.8,6.4,31.4,47.9,44.5,4.0,51.0,8.4,4.1,0,19.8
2.9,56.3,20.4,68.8,7.6,4.6,30.3,28.0,26.0,53.4,52.5,16.9,35.4,81.5,53.3,8.7,10.4,35.6,47.4,54.4,5.7,52.1,11.5,6.3,0,21.9
2.6,54.8,17.2,85.6,8.8,6.0,29.3,25.1,23.5,45.7,44.3,10.3,26.6,87.2,60.4,4.5,5.4,28.5,49.8,42.4,3.6,54.6,6.8,3.6,0,17.7
2.7,57.2,20.6,82.4,8.8,6.0,31.2,27.3,26.1,48.6,46.7,12.3,29.3,84.5,55.7,5.9,7.6,31.4,47.3,44.7,4.4,53.2,8.1,4.2,0,20.2
4.8,52.4,19.0,95.2,16.7,13.1,29.8,26.2,25.0,47.6,45.2,10.7,27.4,95.2,77.4,6.0,6.0,31.0,65.5,41.7,4.8,61.9,8.3,4.8,0,19.0
3.5,52.4,16.3,91.0,10.1,6.9,26.4,21.2,19.4,44.8,40.6,9.4,24.3,92.7,71.9,5.2,4.2,25.3,57.6,39.9,3.1,59.7,6.6,3.5,0,15.3
2.6,48.4,14.4,87.3,10.2,7.4,27.0,23.4,21.9,43.1,42.1,9.1,24.6,87.6,62.5,4.1,4.5,26.3,54.7,39.3,3.5,57.8,5.9,3.1,0,15.2
2.6,45.8,13.1,83.9,7.9,4.9,25.7,20.7,18.9,44.0,43.8,9.7,26.7,87.5,64.2,4.4,4.2,26.7,55.6,42.9,3.0,58.8,6.1,2.8,0,14.2
8.3,50.0,16.7,96.7,20.0,16.7,35.0,28.3,26.7,50.0,50.0,13.3,33.3,96.7,70.0,6.7,6.7,35.0,68.3,45.0,6.7,70.0,8.3,6.7,0,20.0
6.0,50.0,15.5,95.2,17.3,13.1,28.6,23.8,22.6,48.8,48.8,11.9,31.0,95.2,73.8,7.1,4.8,32.1,69.0,39.3,6.0,67.9,8.3,6.0,0,20.2
4.4,46.4,13.1,91.7,13.5,9.9,27.4,22.2,21.0,44.8,43.7,9.1,24.2,93.1,64.1,4.4,3.6,27.8,63.1,42.1,3.6,61.1,6.0,3.6,0,16.3
9.5,61.9,23.8,100.0,23.8,23.8,42.9,38.1,38.1,57.1,57.1,19.0,33.3,100.0,81.0,9.5,9.5,42.9,76.2,57.1,9.5,76.2,9.5,9.5,0,26.3
4.4,47.6,13.2,93.0,13.7,11.0,27.3,22.5,20.9,44.9,43.6,8.8,25.1,92.5,68.3,4.8,4.8,27.8,63.0,37.4,4.0,62.1,5.5,3.5,0,15.0
2.4,49.8,15.5,85.8,8.7,5.9,28.4,24.4,22.9,44.8,43.3,11.0,26.4,86.6,60.5,4.2,5.0,27.7,53.7,40.7,3.5,54.4,6.5,3.5,0,16.4
5.3,54.4,17.5,94.7,17.5,14.0,31.6,26.3,24.6,47.4,47.4,12.3,28.1,96.5,80.7,8.8,7.0,31.6,70.2,43.9,5.3,70.2,8.8,7.0,0,17.5
3.8,48.0,13.4,93.0,12.3,9.1,25.2,20.9,19.3,40.8,39.9,7.8,22.3,92.4,63.8,4.0,3.5,25.2,60.2,35.9,2.9,61.1,4.8,3.5,0,15.0
3.0,50.1,16.1,87.7,10.7,7.2,28.9,25.0,23.8,47.0,45.1,12.1,28.2,87.9,62.8,4.9,5.4,29.5,56.6,41.5,4.0,57.4,7.2,3.8,0,17.9
6.2,68.8,28.1,96.9,21.9,15.6,40.6,37.5,37.5,59.4,59.4,18.8,40.6,93.8,71.9,12.5,12.5,43.8,62.5,50.0,12.5,68.8,15.6,9.4,0,31.2
5.4,54.8,15.1,94.6,15.1,11.8,31.2,25.8,24.7,47.3,47.3,10.8,29.0,93.5,66.7,5.4,5.4,31.2,63.4,41.9,4.3,64.5,6.5,4.3,0,17.2
2.6,56.4,19.9,81.9,9.3,7.0,31.5,29.3,27.8,48.2,44.8,11.2,27.4,83.1,50.0,5.3,7.0,29.1,47.0,46.5,5.1,50.3,7.8,4.6,0,22.6
10.0,70.0,30.0,95.0,20.0,15.0,45.0,45.0,45.0,65.0,60.0,25.0,45.0,95.0,70.0,15.0,15.0,45.0,70.0,65.0,15.0,70.0,20.0,15.0,0,35.0
7.1,75.0,35.7,92.9,17.9,14.3,50.0,46.4,42.9,60.7,57.1,14.3,32.1,92.9,67.9,10.7,10.7,42.9,57.1,60.7,14.3,67.9,14.3,10.7,0,25.0
3.8,56.2,18.4,88.1,11.4,9.7,31.9,28.1,26.5,45.4,43.8,10.3,23.8,90.8,60.0,5.7,5.4,29.2,55.7,50.8,4.9,57.3,6.5,4.9,0,17.8
3.8,55.4,16.9,92.3,13.8,11.5,32.3,29.2,26.9,46.2,45.4,11.5,26.2,91.5,64.6,6.2,6.2,30.8,60.0,46.2,5.4,59.2,7.7,5.4,0,20.0
7.7,69.2,30.8,84.6,23.1,15.4,53.8,46.2,46.2,61.5,61.5,30.8,46.2,92.3,61.5,15.4,15.4,53.8,76.9,69.2,15.4,61.5,23.1,15.4,0,30.8
3.0,52.4,17.1,83.2,9.4,6.8,27.3,24.9,23.5,45.0,41.9,9.5,25.0,87.3,50.3,4.4,5.2,26.5,51.5,50.3,3.9,51.4,6.8,4.3,0,18.5
15.4,69.2,30.8,100.0,23.1,23.1,46.2,38.5,38.5,69.2,76.9,30.8,61.5,100.0,76.9,15.4,15.4,61.5,76.9,61.5,15.4,76.9,23.1,15.4,0,46.2
4.0,49.5,13.8,90.5,12.0,9.5,25.8,22.9,21.5,41.8,40.4,7.6,21.5,93.1,56.7,4.0,3.6,26.9,60.0,45.8,3.3,56.4,5.1,3.3,0,15.6
6.3,55.6,19.0,92.1,15.9,12.7,30.2,27.0,27.0,47.6,42.9,11.1,25.4,96.8,60.3,6.3,6.3,30.2,65.1,55.6,4.8,61.9,7.9,4.8,0,20.6
6.8,57.6,18.6,91.5,13.6,11.9,32.2,30.5,28.8,49.2,49.2,11.9,27.1,96.6,59.3,6.8,6.8,35.6,66.1,59.3,6.8,61.0,8.5,6.8,0,18.6
3.5,53.9,19.0,85.2,10.9,7.9,29.4,26.9,25.5,47.7,44.4,10.9,27.1,87.5,53.2,5.3,6.2,28.5,53.4,47.9,4.9,51.9,7.6,4.9,0,22.2
6.7,58.3,21.7,91.7,16.7,13.3,31.7,30.0,28.3,48.3,48.3,11.7,26.7,95.0,63.3,6.7,6.7,33.3,63.3,53.3,5.0,60.0,8.3,5.0,0,20.0
6.2,55.4,18.5,90.8,13.8,10.8,32.3,29.2,27.7,49.2,46.2,13.8,27.7,95.4,60.0,6.2,6.2,30.8,64.6,58.5,6.2,58.5,7.7,6.2,0,20.0
9.4,62.5,21.9,93.8,15.6,15.6,34.4,31.2,31.2,53.1,53.1,15.6,31.2,100.0,64.1,9.4,6.2,37.5,71.9,65.6,6.2,65.6,9.4,6.2,0,21.9
7.5,57.5,20.0,95.0,17.5,15.0,35.0,30.0,27.5,55.0,45.0,12.5,25.0,97.5,62.5,7.5,7.5,32.5,70.0,65.0,7.5,65.0,10.0,7.5,0,20.0
6.7,58.3,20.0,91.7,15.0,13.3,33.3,30.0,30.0,46.7,46.7,11.7,26.7,95.9,58.3,6.7,6.7,31.7,63.3,56.7,6.7,58.3,8.3,6.7,0,20.9
7.9,65.8,23.7,94.7,15.8,13.2,36.8,34.2,31.6,52.6,50.0,15.8,31.6,97.4,55.3,7.9,7.9,36.8,63.2,60.5,7.9,63.2,10.5,7.9,0,26.3
4.1,52.3,15.9,91.3,12.8,10.3,28.7,25.1,24.1,41.0,40.0,8.2,21.5,93.3,62.6,5.1,4.6,26.2,59.0,46.7,3.6,57.9,5.6,3.6,0,15.9
2.7,52.2,16.5,84.6,9.8,7.2,27.2,24.8,23.5,43.7,40.5,9.0,23.4,87.7,54.3,4.1,4.7,25.4,51.0,45.7,3.6,51.6,6.1,3.7,0,17.9
4.5,54.8,16.8,89.7,12.9,10.3,29.7,27.1,25.8,44.5,44.5,9.7,23.9,92.9,61.3,5.8,5.2,29.0,58.1,49.7,4.5,57.4,6.5,4.5,0,19.4
3.7,55.1,18.4,88.0,11.6,9.0,29.2,26.6,24.7,45.7,42.3,9.7,24.0,90.6,54.3,4.9,5.2,28.1,54.3,47.9,4.1,53.2,6.4,4.5,0,19.5
5.6,50.7,14.6,89.6,13.9,11.1,27.1,24.3,22.9,44.8,43.8,9.0,25.0,94.4,59.0,5.6,4.9,29.2,62.5,49.3,4.2,58.3,6.6,4.2,0,18.1
5.4,53.2,16.2,88.3,13.5,10.8,28.8,26.1,25.2,47.7,47.7,10.8,26.1,93.7,55.9,5.4,6.3,31.5,61.3,55.0,5.4,56.8,8.1,5.4,0,19.8
4.8,71.4,28.6,95.2,19.0,19.0,42.9,42.9,38.1,57.1,57.1,19.0,38.1,100.0,66.7,14.3,14.3,42.9,66.7,61.9,9.5,71.4,14.3,9.5,0,28.6
5.0,50.6,15.6,89.4,13.3,10.6,26.7,24.4,23.3,45.0,41.7,9.4,23.9,93.6,57.2,4.4,4.4,27.2,61.1,50.0,3.9,55.6,6.7,4.4,0,19.2
6.1,65.3,26.5,91.8,16.3,14.3,36.7,34.7,32.7,53.1,49.0,14.3,30.6,93.9,62.3,8.2,10.2,34.7,59.2,55.1,8.2,61.2,10.2,8.2,0,26.5
6.7,68.9,28.9,91.1,15.6,13.3,44.4,44.4,42.2,55.6,53.3,15.6,31.1,91.1,55.6,11.1,13.3,40.0,55.6,57.8,11.1,60.0,11.1,8.9,0,26.7
4.1,53.8,15.8,90.1,11.1,9.9,29.8,26.3,25.1,43.3,40.4,8.8,21.6,93.0,55.6,5.8,4.7,27.5,60.0,50.3,4.1,56.7,5.8,4.4,0,16.4
3.9,51.7,16.2,86.5,11.6,8.4,28.2,26.1,24.6,47.4,43.5,9.9,25.5,90.1,54.7,4.8,5.7,27.3,56.8,47.1,4.2,52.0,7.5,4.8,0,20.4
9.7,58.1,19.4,90.3,16.1,14.6,32.3,32.3,29.0,51.6,48.4,12.9,29.0,100.0,58.1,9.7,9.7,35.5,74.2,71.0,6.5,64.5,9.7,6.5,0,22.6
6.2,75.0,31.2,100.0,18.8,18.8,43.8,37.5,37.5,56.2,56.2,18.8,31.2,100.0,75.0,12.5,12.5,37.5,72.0,62.5,12.5,75.0,12.5,12.5,0,31.2
4.6,56.9,19.7,90.8,14.7,11.0,31.2,28.4,26.6,46.8,45.9,11.0,26.2,93.6,61.5,6.4,6.4,31.2,58.7,48.6,5.5,58.7,7.3,5.5,0,20.7
2.5,52.1,16.3,83.9,9.1,6.8,27.3,25.0,23.6,45.4,42.3,9.8,25.2,87.3,53.3,4.2,5.1,26.6,50.7,45.6,3.9,51.5,6.5,3.9,0,19.0
4.8,54.8,17.3,90.4,13.5,11.5,30.8,26.9,26.0,45.2,43.3,9.6,24.0,95.2,62.5,5.8,5.8,28.8,61.5,51.9,4.8,59.6,6.7,4.8,0,18.3
4.7,53.1,14.8,89.8,12.5,10.2,25.8,24.2,22.7,45.3,42.2,9.4,23.4,95.3,53.1,4.7,4.7,28.1,62.5,53.9,3.9,57.4,6.2,4.7,0,18.0
5.9,64.7,23.5,97.1,17.6,14.7,38.2,35.3,32.4,52.9,52.9,14.7,29.4,97.1,67.6,8.8,11.8,35.3,67.6,57.4,8.8,67.6,8.8,8.8,0,23.5
3.0,55.0,17.9,85.3,10.4,7.9,29.8,26.8,25.4,47.0,43.2,9.6,25.1,87.7,53.9,4.7,5.3,27.5,51.6,46.3,4.4,51.0,6.8,4.4,0,21.2
9.5,71.4,28.6,95.2,19.0,19.0,52.4,47.6,47.6,57.1,61.9,19.0,33.3,95.2,66.7,14.3,14.3,42.9,66.7,66.7,14.3,71.4,14.3,14.3,0,23.8
5.8,65.4,26.9,92.3,15.4,13.5,38.5,34.6,34.6,50.0,48.1,11.5,26.9,94.2,61.5,7.7,9.6,32.7,59.6,55.8,7.7,61.5,7.7,7.7,0,23.1
4.7,54.7,16.9,87.8,12.2,10.5,29.1,26.7,25.0,44.2,42.2,8.7,23.6,91.9,52.9,5.2,5.2,29.4,58.1,51.7,4.1,55.2,6.4,4.7,0,19.2
5.3,59.6,21.1,93.0,15.8,12.3,35.1,29.8,29.8,52.6,49.1,12.3,28.1,94.7,61.4,8.8,7.0,33.3,63.2,50.9,7.0,61.4,8.8,7.0,0,24.6
5.7,57.1,20.0,97.1,17.1,14.3,34.3,31.4,28.6,51.4,51.4,14.3,28.6,100.0,71.4,5.7,5.7,37.1,71.4,54.3,5.7,65.7,8.6,5.7,0,25.7
2.8,52.5,16.4,85.4,9.5,7.0,27.5,24.8,23.3,44.8,41.7,8.7,23.4,87.9,55.3,4.2,4.9,26.2,52.6,47.2,4.0,52.7,5.7,4.0,0,17.6
5.7,62.3,20.8,90.6,15.1,13.2,35.8,34.0,32.1,50.9,49.1,11.3,28.3,96.2,60.4,7.5,7.5,34.0,62.3,56.6,5.7,62.3,9.4,5.7,0,22.6
6.2,55.4,18.5,93.8,16.9,13.8,32.3,29.2,27.7,49.2,46.2,12.3,27.7,95.4,67.7,7.7,6.2,30.8,66.2,49.2,4.6,61.5,7.7,6.2,0,21.5
3.4,55.2,18.3,86.0,10.1,7.6,28.8,25.8,24.2,47.5,44.2,10.8,26.4,88.0,53.5,4.7,4.9,29.2,51.1,50.1,3.9,51.9,7.3,4.1,0,19.3
8.3,75.0,37.5,91.7,16.7,16.7,50.0,45.8,45.8,62.5,58.3,20.8,37.5,95.8,58.3,12.5,16.7,45.8,58.3,66.7,12.5,66.7,16.7,12.5,0,29.2
4.5,52.5,16.3,89.1,11.9,10.4,27.7,24.8,22.8,43.1,42.6,8.9,23.3,92.6,53.0,5.0,4.5,28.7,58.9,50.0,4.0,55.4,5.9,4.5,0,18.3
3.0,54.7,18.5,82.3,10.1,7.6,30.8,28.9,27.2,47.3,46.1,11.4,27.6,86.5,52.0,5.6,7.0,29.7,50.5,48.0,5.0,52.7,7.9,5.0,0,21.3
7.5,56.6,18.9,88.7,17.0,13.2,28.3,26.4,24.5,47.2,47.2,11.3,24.5,98.1,54.7,7.5,5.7,34.0,66.0,64.2,5.7,62.3,9.4,5.7,0,20.8
3.2,54.2,17.9,85.7,9.9,7.6,28.1,25.7,24.9,45.4,41.1,9.3,24.1,88.8,54.6,4.4,5.3,26.4,52.7,48.5,4.4,52.5,6.8,4.2,0,19.6
5.6,58.5,19.7,93.0,15.5,12.7,31.0,28.2,26.8,47.9,46.5,11.3,26.8,95.8,60.6,7.0,5.6,31.0,60.6,53.5,5.6,60.6,7.0,5.6,0,19.7
6.7,73.3,33.3,100.0,20.0,20.0,40.0,40.0,40.0,60.0,60.0,20.0,40.0,100.0,73.3,13.3,13.3,46.7,73.3,66.7,13.3,73.3,13.3,13.3,0,33.3
8.7,58.7,19.6,91.3,17.4,15.2,30.4,28.3,28.3,50.0,47.8,13.0,28.3,97.8,54.3,6.5,6.5,34.8,67.4,63.0,6.5,60.9,8.7,6.5,0,21.7
5.6,59.2,19.7,91.5,14.1,11.3,32.4,29.6,28.2,45.1,43.7,9.9,23.9,94.4,60.6,5.6,5.6,29.6,60.6,54.9,5.6,59.2,7.0,5.6,0,19.7
2.8,52.6,16.8,82.4,8.2,5.7,27.1,24.9,23.2,45.1,41.7,9.4,24.3,86.1,50.0,4.2,5.0,26.7,49.3,49.3,3.7,52.3,6.7,3.6,0,18.0
3.1,54.9,18.7,79.9,8.9,6.1,28.8,27.0,25.0,49.0,44.9,11.2,27.1,84.2,47.6,5.2,6.5,29.5,48.0,51.8,4.6,51.6,8.1,4.6,0,20.8
16.7,55.6,27.8,100.0,22.2,16.7,33.3,33.3,27.8,61.1,55.6,16.7,33.3,100.0,77.8,11.1,11.1,38.9,77.8,66.7,5.6,72.2,16.7,5.6,0,38.9
4.9,53.4,17.9,88.3,13.0,9.9,28.4,25.3,24.4,46.9,43.2,9.9,24.7,92.6,56.2,5.6,4.9,27.8,59.3,53.1,4.3,56.2,8.0,4.3,0,19.1
15.4,69.2,30.8,100.0,23.1,23.1,38.5,38.5,38.5,69.2,61.5,23.1,38.5,100.0,76.9,15.4,15.4,46.2,76.9,76.9,7.7,76.9,15.4,15.4,0,38.5
5.3,53.0,16.7,88.6,13.6,10.6,28.0,25.0,23.9,46.2,41.7,9.8,23.5,93.9,56.1,5.3,5.3,27.3,61.4,54.5,4.5,59.1,6.8,4.5,0,18.9
2.9,53.5,17.6,84.4,10.1,7.9,29.5,26.8,25.5,45.1,43.6,10.7,26.0,87.8,53.5,4.8,5.5,27.9,51.3,46.5,4.5,52.3,6.8,4.1,0,19.7
4.7,52.7,15.5,89.9,14.0,10.9,27.9,24.8,24.0,45.0,44.2,10.1,25.6,94.6,57.4,5.4,4.7,29.5,62.0,50.4,4.7,58.9,6.2,4.7,0,19.4
6.2,59.4,18.8,92.2,17.2,12.5,31.2,29.7,28.1,48.4,45.3,10.9,25.0,96.9,60.9,7.8,6.2,32.8,60.9,54.7,6.2,57.8,7.8,6.2,0,20.3
3.3,53.1,17.5,86.0,11.1,8.2,28.9,26.5,25.1,46.5,42.7,9.6,25.1,88.0,54.2,4.5,5.1,27.3,53.6,46.5,4.4,51.1,7.1,4.4,0,20.2
4.9,52.1,16.0,88.9,12.5,10.8,28.5,26.4,25.0,43.8,43.8,9.7,24.3,93.1,55.6,5.6,4.9,29.9,61.1,50.7,4.2,56.2,6.9,4.9,0,18.8
5.5,48.4,14.1,91.4,14.1,10.9,27.3,25.0,24.2,46.9,44.5,10.2,25.0,94.5,62.5,4.7,3.9,28.1,65.6,51.6,3.9,58.6,7.0,3.9,0,17.2
9.5,57.1,19.0,90.5,16.7,14.3,31.0,28.6,28.6,52.4,47.6,11.9,28.6,97.6,54.8,7.1,7.1,35.7,69.0,64.3,4.8,61.9,9.5,7.1,0,21.4
10.5,63.2,21.1,100.0,21.1,15.8,36.8,36.8,36.8,52.6,52.6,15.8,31.6,100.0,73.7,10.5,10.5,36.8,78.9,63.2,5.3,68.4,10.5,10.5,0,26.3
7.8,56.9,17.6,94.1,17.6,15.7,33.3,31.4,29.4,49.0,49.0,11.8,29.4,96.1,64.7,5.9,5.9,35.3,66.7,54.9,5.9,60.8,7.8,5.9,0,23.5
7.0,60.5,20.9,95.3,16.3,14.0,37.2,30.2,27.9,51.2,47.7,11.6,27.9,97.7,69.8,7.0,7.0,32.6,65.1,58.1,7.0,62.8,9.3,7.0,0,23.3
6.5,64.5,22.6,96.8,16.1,16.1,41.9,38.7,35.5,53.3,51.6,16.1,32.3,96.8,67.7,9.7,9.7,38.7,67.7,61.3,9.7,64.5,9.7,9.7,0,22.6
7.7,53.8,19.2,92.3,15.4,13.5,30.8,30.8,28.8,50.0,46.2,11.5,26.9,96.2,59.6,5.8,5.8,32.7,69.2,59.6,5.8,63.5,9.6,5.8,0,19.2
5.9,61.8,23.5,94.1,14.7,14.7,41.2,35.3,35.3,52.9,52.9,14.7,32.4,97.1,64.7,8.8,8.8,38.2,67.6,61.8,8.8,64.7,11.8,8.8,0,23.5
9.7,61.3,22.6,93.5,19.4,16.1,38.7,35.5,35.5,58.1,51.6,16.1,32.3,96.8,61.3,9.7,9.7,38.7,67.7,61.3,9.7,64.5,12.9,9.7,0,29.0
4.6,55.0,19.1,87.8,14.5,10.7,30.5,28.2,26.7,48.1,47.3,12.2,29.0,91.6,54.2,6.1,6.9,31.3,59.5,52.7,5.3,55.7,9.2,6.1,0,22.9
4.5,52.4,17.5,88.0,12.7,10.2,29.5,27.1,25.9,47.6,46.4,10.8,26.5,92.2,54.2,5.4,5.4,30.1,60.2,50.0,4.8,55.4,7.8,5.4,0,22.3
4.4,53.6,15.8,90.7,12.6,9.8,26.8,24.6,23.0,44.3,39.3,7.7,21.3,94.0,58.5,4.9,4.4,25.7,59.0,48.6,3.3,56.0,5.5,3.8,0,17.5
5.5,51.4,15.8,91.1,14.4,11.6,27.4,24.0,22.6,45.2,41.1,8.9,23.3,93.8,58.9,4.8,4.8,26.0,61.0,49.3,4.1,56.8,6.2,4.1,0,19.2
3.0,53.1,16.8,84.4,9.4,6.8,27.3,24.6,22.7,44.6,40.5,8.7,22.9,88.2,51.0,4.3,5.1,25.9,51.3,48.4,3.5,50.6,6.1,3.8,0,18.4
11.1,61.1,22.2,94.4,16.7,16.7,38.9,33.3,33.3,55.6,50.0,16.7,33.3,100.0,66.7,11.1,11.1,38.9,77.8,77.8,11.1,72.2,11.1,11.1,0,22.2
7.9,52.4,17.5,92.1,15.9,12.7,27.0,25.4,23.8,49.2,46.0,11.1,25.4,96.8,58.7,6.3,4.8,31.7,69.8,58.7,4.8,61.9,7.9,4.8,0,22.2
3.0,54.3,18.4,84.8,9.9,7.3,28.1,26.4,24.8,46.3,42.7,9.4,24.8,87.8,53.6,4.6,5.5,27.4,51.5,48.2,4.0,51.8,6.5,4.3,0,19.5
4.9,53.9,16.7,92.2,12.7,10.8,29.4,26.5,25.5,47.1,44.1,9.8,23.5,94.1,59.8,5.9,4.9,28.4,62.7,52.0,4.9,57.8,6.9,4.9,0,19.6
4.4,49.0,14.1,87.2,11.4,9.1,25.5,22.8,21.8,44.3,39.9,8.1,21.8,93.0,51.3,4.0,3.7,26.2,59.4,51.7,3.4,54.0,5.7,3.7,0,17.4
5.3,52.3,16.6,88.7,13.9,11.6,26.5,24.5,23.2,45.7,41.1,8.6,23.2,94.4,51.0,5.3,4.6,25.8,60.9,52.3,4.0,55.6,6.6,4.6,0,20.5
3.0,53.3,17.2,84.6,10.0,7.3,28.0,25.6,23.9,46.0,42.4,9.3,24.5,87.1,52.0,4.3,5.1,27.1,51.1,46.6,3.9,50.5,6.7,3.9,0,19.5
5.3,57.9,18.9,89.5,13.7,11.6,33.7,30.5,28.4,47.4,45.3,10.5,26.3,93.7,56.8,6.3,6.3,31.6,57.9,51.6,6.3,57.4,8.4,5.8,0,22.1
3.9,54.5,17.6,87.8,12.2,9.4,29.0,27.1,25.5,46.3,42.4,9.4,24.7,90.2,52.2,5.5,5.5,28.2,54.9,47.8,4.7,53.3,7.1,4.3,0,20.4
6.3,57.0,17.7,88.6,12.7,11.4,29.1,26.6,25.3,48.1,43.0,10.1,24.1,96.2,50.6,6.3,5.1,30.4,63.3,62.0,5.1,59.5,7.6,5.1,0,19.0
7.0,59.6,21.1,93.0,14.0,12.3,36.8,33.3,31.6,50.9,47.4,12.3,26.3,94.7,57.9,7.0,7.0,33.3,63.2,57.9,7.0,61.4,8.8,7.0,0,21.1
1.9,44.2,10.8,88.3,9.8,7.4,23.7,19.6,18.5,39.5,37.0,6.3,19.2,88.6,62.8,3.0,2.5,22.2,54.2,31.8,2.2,52.1,3.6,1.9,0,13.1
2.0,43.2,10.4,87.4,10.5,7.8,23.0,19.5,18.1,40.5,36.4,5.9,18.5,88.2,60.3,2.5,1.9,21.9,54.6,32.1,2.3,51.2,3.2,1.8,0,14.3
2.0,42.4,10.8,86.8,9.7,6.7,22.0,19.0,17.7,41.3,37.6,6.0,20.1,88.9,59.2,2.1,1.8,21.7,56.0,33.5,2.0,49.7,4.0,1.9,0,15.7
2.0,48.6,14.1,83.2,8.6,6.1,26.2,23.5,22.1,45.6,42.3,9.0,24.9,85.1,56.0,3.4,3.9,25.9,49.7,37.0,3.2,51.5,5.8,2.8,0,16.7
3.0,45.7,7.1,86.8,11.2,8.1,28.3,25.7,24.6,41.5,36.3,6.8,19.4,83.6,51.6,4.2,2.6,25.8,51.5,38.3,3.7,52.1,4.8,2.6,0,13.6
2.1,48.2,14.6,85.2,10.7,8.2,26.7,23.1,21.5,43.6,40.0,7.2,21.1,85.5,56.0,2.8,3.0,24.4,49.6,33.2,3.0,50.5,5.1,2.6,0,17.3
2.3,45.3,12.6,87.4,11.6,8.8,26.8,24.2,22.2,38.7,39.4,6.6,20.0,85.5,50.6,2.6,3.5,26.4,52.4,32.9,2.8,50.7,4.2,2.6,0,17.6
1.9,45.1,12.2,87.1,8.6,5.8,23.4,19.7,18.5,43.0,38.6,7.0,20.8,88.2,60.8,2.5,2.2,23.4,53.1,34.6,2.1,52.8,4.7,1.9,0,14.3
1.7,51.0,13.8,85.3,8.9,8.4,30.5,27.7,26.3,40.6,42.5,8.3,22.0,83.4,46.0,3.2,4.3,27.0,47.2,35.7,4.1,49.7,4.9,2.9,0,16.3
2.1,42.9,11.3,88.1,10.2,7.6,23.4,20.2,18.8,41.9,39.8,7.9,21.6,87.7,61.0,2.7,2.6,23.8,55.3,33.2,2.4,50.0,4.3,2.3,0,15.7
1.9,49.3,14.7,85.5,10.1,7.4,26.5,23.4,22.0,44.8,42.1,9.2,24.4,84.8,55.2,3.4,3.9,26.0,49.2,35.9,3.3,49.7,5.5,2.9,0,18.4
2.0,44.6,11.1,88.2,9.6,7.3,22.4,18.8,17.4,37.5,36.7,6.2,18.9,89.4,56.6,3.0,2.0,21.8,53.7,31.7,1.9,48.1,3.5,1.9,0,15.2
2.1,45.6,12.6,85.7,9.2,7.3,24.8,22.0,20.6,44.1,40.3,7.7,22.2,86.6,57.8,3.4,3.8,24.7,52.8,37.2,2.9,50.0,5.0,2.4,0,17.0
2.1,44.0,10.4,86.7,10.2,7.5,21.5,18.5,17.3,39.5,38.6,6.3,19.2,88.5,52.8,2.9,2.4,24.2,54.0,34.0,2.2,49.3,3.7,2.1,0,13.5
2.1,47.9,14.0,85.2,9.9,7.8,25.7,23.3,21.9,44.5,41.5,7.9,22.7,85.5,55.2,3.2,3.6,25.4,49.9,35.5,2.9,49.8,4.8,2.7,0,17.2
2.5,45.9,10.9,90.6,14.2,8.4,22.7,19.3,18.3,41.9,37.7,5.3,19.4,87.7,59.0,2.2,1.9,22.2,51.3,25.8,2.3,48.1,3.1,1.8,0,13.9
1.5,53.5,14.9,87.7,10.4,8.9,31.6,27.5,26.0,40.7,40.6,7.6,20.5,83.3,50.9,3.3,3.8,26.4,45.0,31.8,4.1,50.2,4.0,3.0,0,17.5
2.2,43.4,8.9,87.5,10.0,7.9,23.4,24.6,21.4,36.3,35.5,6.3,18.4,90.0,45.8,2.2,2.9,22.8,54.5,34.7,2.1,50.0,4.5,1.8,0,14.6
1.9,43.8,10.2,87.5,9.6,8.0,25.1,20.4,19.2,41.0,38.7,6.9,19.7,86.5,53.3,2.5,2.0,24.4,53.9,32.7,2.1,50.8,4.0,2.2,0,14.9
1.8,44.6,10.6,88.8,9.3,6.8,22.6,19.2,18.0,43.1,36.8,7.0,20.3,89.1,59.5,2.5,2.3,21.8,54.5,33.0,2.1,50.8,3.9,2.1,0,13.7
1.9,45.8,11.3,89.5,10.0,7.7,23.5,19.9,18.5,42.8,36.3,6.1,19.5,88.9,62.6,2.7,2.1,21.9,53.3,31.0,2.0,50.5,3.6,1.8,0,13.5
2.0,46.1,11.5,86.8,10.1,7.8,23.9,20.7,19.5,42.6,39.8,7.4,21.2,87.4,55.8,3.1,3.1,24.4,52.8,34.4,2.4,51.7,4.0,2.4,0,15.6
2.1,45.0,11.2,88.2,9.4,7.9,24.6,20.5,19.4,41.1,37.7,6.0,18.4,88.6,54.3,2.5,2.3,22.6,53.2,34.1,2.1,52.5,3.4,2.2,0,12.8
